MANDT,MSEHI,KZEX3,KZEX6,ANDEC,KZKEH,KZWOB,KZ1EH,KZ2EH,DIMID,ZAEHL,NENNR,EXP10,ADDKO,EXPON,DECAN,ISOCODE,PRIMARY,TEMP_VALUE,TEMP_UNIT,FAMUNIT,PRESS_VAL,PRESS_UNIT
"800","006","X","X",0,"","","","","VPROPO",1,1,0,"0.000000",0,1,"004","",0,"","",0,""
"001","HZ","X","X",0,"","","","","FREQU",1,1,0,"0.000000",0,0,"HTZ","X",0,"","",0,""
"800","KHZ","X","X",0,"","","","","FREQU",1000,1,0,"0.000000",0,0,"KHZ","",0,"","",0,""
"812","%O","X","X",0,"X","","","","PROPOR",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"800","PMI","X","X",0,"X","","","","FREQU",1,60,0,"0.000000",0,0,"","",0,"","",0,""
"001","J","X","X",0,"","","","","ENERGY",1,1,0,"0.000000",0,0,"JOU","X",0,"","",0,""
"800","KJ","X","X",0,"","","","","ENERGY",1000,1,0,"0.000000",0,0,"KJO","",0,"","",0,""
"812","1","X","X",0,"","","","","PROPOR",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","007","X","X",0,"","","","","VPROPO",1,1,0,"0.000000",0,2,"005","",0,"","",0,""
"800","KJK","X","X",0,"X","","","","SPENER",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","JKG","X","X",0,"X","","","","SPENER",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","10","X","X",0,"X","","","","TIME",86400,1,0,"0.000000",0,0,"DAY","",0,"","",0,""
"800","PMR","X","X",0,"X","","","","PERMEA",1,1,0,"0.000000",0,3,"","",0,"","",0,""
"800","KJM","X","X",0,"X","","","","MOENER",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","021","X","X",3,"X","","","","AAAADL",1,1,0,"0.000000",0,3,"","",0,"","",0,""
"812","22S","X","X",0,"","","","","VISKIN",1,1000000,0,"0.000000",0,0,"","",0,"","",0,""
"001","JKK","X","X",0,"X","","","","SPHCAP",1,1,0,"0.000000",0,0,"B11","",0,"","",0,""
"000","%O","X","X",0,"X","","","","PROPOR",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"800","KM","X","X",0,"X","","","","LENGTH",1000,1,0,"0.000000",0,0,"KMT","X",0,"","",0,""
"800","PPB","X","X",0,"X","","","","PROPOR",1,1,-9,"0.000000",0,0,"","",0,"","",0,""
"800","KM2","X","X",0,"X","","","","SURFAC",1000000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","1","X","X",0,"","","","","PROPOR",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","2M","X","X",0,"X","","","","SPEED",1,1,-2,"0.000000",0,0,"2M","",0,"","",0,""
"001","JMO","X","X",0,"X","","","","MOENER",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","1","X","X",0,"","","","","PROPOR",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","KMH","X","X",0,"X","","","","SPEED",10,36,0,"0.000000",0,0,"KMH","",0,"","",0,""
"001","K","X","X",0,"","","","","TEMP",1,1,0,"0.000000",0,0,"KEL","X",0,"","",0,""
"800","PPM","X","X",0,"X","","","","PROPOR",1,1,-6,"0.000000",0,0,"59","",0,"","",0,""
"812","2X","X","X",0,"X","","","","SPEED",1,60,0,"0.000000",0,0,"2X","",0,"","",0,""
"800","10","X","X",0,"X","","","","TIME",86400,1,0,"0.000000",0,0,"DAY","",0,"","",0,""
"800","KOH","X","X",0,"","","","","RESIST",1000,1,0,"0.000000",0,0,"B49","",0,"","",0,""
"001","KAN","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"CA","X",0,"","",0,""
"812","4G","X","X",0,"X","","","","VOLUME",1,1,-9,"0.000000",0,0,"4G","",0,"","",0,""
"800","KT","X","X",0,"X","","","","MASS",1000000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","PPT","X","X",0,"X","","","","PROPOR",1,1,-12,"0.000000",0,0,"","",0,"","",0,""
"001","KAR","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"CT","X",0,"","",0,""
"800","15M","X","X",3,"X","","","","TIME",900,1,0,"0.000000",0,0,"M15","",0,"","",0,""
"800","KV","X","X",0,"","","","","VOLTAG",1000,1,0,"0.000000",0,0,"KVT","",0,"","",0,""
"812","4O","X","X",0,"X","","","","CAPACI",1,1,-6,"0.000000",0,0,"4O","",0,"","",0,""
"001","KG","X","X",3,"X","","","","MASS",1,1,0,"0.000000",0,0,"KGM","X",0,"","",0,""
"800","KW","X","X",3,"X","","","","POWER",1000,1,0,"0.000000",0,0,"KWT","X",0,"","",0,""
"800","PRM","X","X",0,"X","","","","PERMEA",1,6000000,0,"0.000000",0,3,"","",0,"","",0,""
"812","4T","X","X",0,"X","","","","CAPACI",1,1,-12,"0.000000",0,0,"4T","",0,"","",0,""
"800","22S","X","X",0,"","","","","VISKIN",1,1000000,0,"0.000000",0,0,"","",0,"","",0,""
"800","KWH","X","X",99,"","","","","ENERGY",1000,1,0,"0.000000",0,0,"KWH","",0,"","",0,""
"001","KGF","X","X",0,"","","","","MASSBD",1,1,0,"0.000000",0,0,"28","",0,"","",0,""
"812","A","X","X",0,"","","","","ECURR",1,1,0,"0.000000",0,0,"AMP","X",0,"","",0,""
"800","LB","X","X",0,"X","","","","MASS",453592,1000000,0,"0.000000",0,0,"LBR","",0,"","",0,""
"001","KGK","X","X",0,"","","","","MPROPO",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","PRS","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"PCE","",0,"","",0,""
"800","2M","X","X",0,"X","","","","SPEED",1,1,-2,"0.000000",0,0,"2M","",0,"","",0,""
"800","MBA","X","X",0,"","","","","PRESS",100,1,0,"0.000000",0,0,"MBR","",0,"","",0,""
"812","A87","X","X",0,"X","","","","RESIST",1,1,9,"0.000000",0,0,"A87","",0,"","",0,""
"001","KGM","X","X",0,"X","","","","MOLMAS",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","22S","X","X",0,"","","","","VISKIN",1,1000000,0,"0.000000",0,0,"","",0,"","",0,""
"800","MBT","X","X",0,"X","","","","ENERGY",105505585,1,1,"0.000000",0,3,"","",0,"","",0,""
"800","PS","X","X",0,"X","","","","TIME",1,1,-12,"0.000000",0,0,"","",0,"","",0,""
"812","A93","X","X",0,"X","","","","DENSI",1,1,-3,"0.000000",0,0,"A93","",0,"","",0,""
"001","KGS","X","X",0,"X","","","","MASFLO",1,1,0,"0.000000",0,0,"KGS","X",0,"","",0,""
"800","2X","X","X",0,"X","","","","SPEED",1,60,0,"0.000000",0,0,"2X","",0,"","",0,""
"800","MBZ","X","X",0,"","","","","STEXKZ",10000,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","ACR","X","X",0,"X","","","","SURFAC",1210000,299,0,"0.000000",0,0,"","",0,"","",0,""
"000","2M","X","X",0,"X","","","","SPEED",1,1,-2,"0.000000",0,0,"2M","",0,"","",0,""
"001","KGV","X","X",0,"X","","","","DENSI",1,1,0,"0.000000",0,0,"KMQ","X",0,"","",0,""
"800","MEJ","X","X",0,"X","","","","ENERGY",1000000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","PSI","X","X",0,"X","","","","PRESS",70307,10,0,"0.000000",0,1,"","",0,"","",0,""
"800","4G","X","X",0,"X","","","","VOLUME",1,1,-9,"0.000000",0,0,"4G","",0,"","",0,""
"812","B34","X","X",0,"X","","","","DENSI",1,1,3,"0.000000",0,0,"B34","",0,"","",0,""
"001","KGW","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","MGW","X","X",0,"","","","","POWER",1000000,1,0,"0.000000",0,0,"MAW","X",0,"","",0,""
"000","2X","X","X",0,"X","","","","SPEED",1,60,0,"0.000000",0,0,"2X","",0,"","",0,""
"800","TO","X","X",3,"X","","","","MASS",1000,1,0,"0.000000",0,0,"TNE","X",0,"","",0,""
"800","PT","X","X",0,"X","","","","VOLUME",473168,1,-9,"0.000000",0,0,"PT","X",0,"","",0,""
"812","B45","X","X",0,"X","","","","MOLQU",1,1,3,"0.000000",0,0,"B45","",0,"","",0,""
"001","KI","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"BX","X",0,"","",0,""
"800","4O","X","X",0,"X","","","","CAPACI",1,1,-6,"0.000000",0,0,"4O","",0,"","",0,""
"800","TON","X","X",3,"X","","","","MASS",4536,5,0,"0.000000",0,0,"TNU","X",0,"","",0,""
"000","4G","X","X",0,"X","","","","VOLUME",1,1,-9,"0.000000",0,0,"4G","",0,"","",0,""
"812","B47","X","X",0,"X","","","","FORCE",1,1,3,"0.000000",0,0,"B47","",0,"","",0,""
"001","KMK","X","X",0,"","","","","VPROPO",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","WCH","X","X",0,"X","","","","TIME",604800,1,0,"0.000000",0,0,"WEE","X",0,"","",0,""
"800","QT","X","X",0,"X","","","","VOLUME",946336,1,-9,"0.000000",0,0,"QT","X",0,"","",0,""
"800","4T","X","X",0,"X","","","","CAPACI",1,1,-12,"0.000000",0,0,"4T","",0,"","",0,""
"000","4O","X","X",0,"X","","","","CAPACI",1,1,-6,"0.000000",0,0,"4O","",0,"","",0,""
"001","KMN","X","X",0,"X","","","","TEMPRT",1,60,0,"0.000000",0,0,"","",0,"","",0,""
"812","B73","X","X",0,"X","","","","FORCE",1,1,6,"0.000000",0,0,"B73","",0,"","",0,""
"800","WD","X","X",3,"X","","","","TIME",28800,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","YD","X","X",0,"X","","","","LENGTH",1143,1250,0,"0.000000",0,0,"","",0,"","",0,""
"800","REP","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","KMS","X","X",0,"X","","","","TEMPRT",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","B75","X","X",0,"X","","","","RESIST",1,1,6,"0.000000",0,0,"B75","",0,"","",0,""
"800","A","X","X",0,"","","","","ECURR",1,1,0,"0.000000",0,0,"AMP","X",0,"","",0,""
"000","4T","X","X",0,"X","","","","CAPACI",1,1,-12,"0.000000",0,0,"4T","",0,"","",0,""
"800","YD2","X","X",0,"X","","","","SURFAC",250,299,0,"0.000000",0,0,"","",0,"","",0,""
"001","KPA","X","X",0,"X","","","","PRESS",1,1,3,"0.000000",0,0,"KPA","",0,"","",0,""
"812","B78","X","X",0,"X","","","","VOLTAG",1,1,6,"0.000000",0,0,"B78","",0,"","",0,""
"800","YD3","X","X",0,"X","","","","VOLUME",764551872,1,-9,"0.000000",0,0,"","",0,"","",0,""
"000","A","X","X",0,"","","","","ECURR",1,1,0,"0.000000",0,0,"AMP","X",0,"","",0,""
"800","A87","X","X",0,"X","","","","RESIST",1,1,9,"0.000000",0,0,"A87","",0,"","",0,""
"001","KVA","X","X",0,"X","","","","POWER",1,1,3,"0.000000",0,0,"KVA","",0,"","",0,""
"800","RHO","X","X",0,"X","","","","DENSI",1000,1,0,"0.000000",0,0,"23","",0,"","",0,""
"812","B84","X","X",0,"X","","","","ECURR",1,1,-6,"0.000000",0,0,"B84","",0,"","",0,""
"810","\"","X","X",3,"X","","","","LENGTH",254,10000,0,"0.000000",0,0,"INH","X",0,"","",0,""
"001","KW","X","X",3,"","","","","POWER",1000,1,0,"0.000000",0,0,"KWT","X",0,"","",0,""
"810","10","X","X",0,"X","","","","TIME",86400,1,0,"0.000000",0,0,"DAY","",0,"","",0,""
"800","A93","X","X",0,"X","","","","DENSI",1,1,-3,"0.000000",0,0,"A93","",0,"","",0,""
"000","A87","X","X",0,"X","","","","RESIST",1,1,9,"0.000000",0,0,"A87","",0,"","",0,""
"800","RL","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"RL","",0,"","",0,""
"001","KWH","X","X",99,"","","","","ENERGY",3600,1,3,"0.000000",0,0,"KWH","X",0,"","",0,""
"810","BAR","X","X",0,"","","","","PRESS",10000,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","BAG","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"BG","X",0,"","",0,""
"001","KWK","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"810","FA","X","X",0,"","","","","TEMP",9,5,0,"-459.670000",0,0,"","",0,"","",0,""
"000","A93","X","X",0,"X","","","","DENSI",1,1,-3,"0.000000",0,0,"A93","",0,"","",0,""
"800","ACR","X","X",0,"X","","","","SURFAC",1210000,299,0,"0.000000",0,0,"","",0,"","",0,""
"800","RM","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","BOT","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"BO","X",0,"","",0,""
"810","H","X","X",3,"X","","","","TIME",3600,1,0,"0.000000",0,0,"HUR","",0,"","",0,""
"001","L","X","X",3,"X","","","","VOLUME",1,1000,0,"0.000000",0,0,"LTR","X",0,"","",0,""
"812","BQK","X","X",0,"","","","","SPARAD",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"810","HPA","X","X",0,"","","","","PRESS",100,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","B34","X","X",0,"X","","","","DENSI",1,1,3,"0.000000",0,0,"B34","",0,"","",0,""
"800","B/H","X","X",0,"X","","","","TIME",1,1,0,"0.000000",0,0,"BPH","",0,"","",0,""
"001","L2","X","X",0,"X","","","","VOLFLO",1,60000,0,"0.000000",0,0,"L2","",0,"","",0,""
"800","ROL","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"RO","",0,"","",0,""
"812","C10","X","X",0,"X","","","","CAPACI",1,1,-3,"0.000000",0,0,"C10","",0,"","",0,""
"810","JHR","X","X",0,"X","","","","TIME",31536000,1,0,"0.000000",0,0,"ANN","X",0,"","",0,""
"001","LB","X","X",0,"X","","","","MASS",453592,1000000,0,"0.000000",0,0,"","",0,"","",0,""
"810","KA","X","X",0,"","","","","ECURR",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","B45","X","X",0,"X","","","","MOLQU",1,1,3,"0.000000",0,0,"B45","",0,"","",0,""
"812","C39","X","X",0,"X","","","","ECURR",1,1,-9,"0.000000",0,0,"C39","",0,"","",0,""
"800","B34","X","X",0,"X","","","","DENSI",1,1,3,"0.000000",0,0,"B34","",0,"","",0,""
"800","RPM","X","X",0,"X","","","","FREQU",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","LE","X","X",3,"X","X","","","AAAADL",1,1,0,"0.000000",0,0,"C62","",0,"","",0,""
"810","KHZ","X","X",0,"","","","","FREQU",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","C3S","X","X",0,"X","","","","VOLFLO",1,1000000,0,"0.000000",0,0,"2J","",0,"","",0,""
"810","KJ","X","X",0,"","","","","ENERGY",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","B47","X","X",0,"X","","","","FORCE",1,1,3,"0.000000",0,0,"B47","",0,"","",0,""
"800","B45","X","X",0,"X","","","","MOLQU",1,1,3,"0.000000",0,0,"B45","",0,"","",0,""
"800","S","X","X",0,"","","","","TIME",1,1,0,"0.000000",0,0,"SEC","X",0,"","",0,""
"810","KM","X","X",0,"X","","","","LENGTH",1000,1,0,"0.000000",0,0,"KMT","X",0,"","",0,""
"812","C41","X","X",0,"X","","","","CAPACI",1,1,-9,"0.000000",0,0,"C41","",0,"","",0,""
"810","KMH","X","X",0,"X","","","","SPEED",10,36,0,"0.000000",0,0,"","",0,"","",0,""
"001","LHK","X","X",3,"X","","","","SURFAC",1,1,-8,"0.000000",0,0,"","",0,"","",0,""
"800","B47","X","X",0,"X","","","","FORCE",1,1,3,"0.000000",0,0,"B47","",0,"","",0,""
"000","B73","X","X",0,"X","","","","FORCE",1,1,6,"0.000000",0,0,"B73","",0,"","",0,""
"800","SER","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,2,"","",0,"","",0,""
"812","C56","X","X",0,"X","","","","PRESS",1,1,6,"0.000000",0,0,"C56","",0,"","",0,""
"810","KOH","X","X",0,"","","","","RESIST",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","LMS","X","X",0,"X","","","","HYDROL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","CCM","X","X",3,"X","","","","VOLUME",1,1000000,0,"0.000000",0,0,"CMQ","X",0,"","",0,""
"810","KV","X","X",0,"","","","","VOLTAG",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","B73","X","X",0,"X","","","","FORCE",1,1,6,"0.000000",0,0,"B73","",0,"","",0,""
"800","SET","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"SET","",0,"","",0,""
"001","LPH","X","X",3,"X","","","","VOLFLO",1,3600000,0,"0.000000",0,0,"","",0,"","",0,""
"812","CD","X","X",0,"","","","","LIGHT",1,1,0,"0.000000",0,0,"CDL","X",0,"","",0,""
"810","KW","X","X",3,"","","","","POWER",1000,1,0,"0.000000",0,0,"KWT","X",0,"","",0,""
"001","M","X","X",2,"X","","","","LENGTH",1,1,0,"0.000000",0,0,"MTR","X",0,"","",0,""
"800","B75","X","X",0,"X","","","","RESIST",1,1,6,"0.000000",0,0,"B75","",0,"","",0,""
"800","SHT","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"ST","",0,"","",0,""
"812","CDM","X","X",3,"X","","","","VOLUME",1,1000,0,"0.000000",0,0,"DMQ","X",0,"","",0,""
"001","M%","X","X",0,"","","","","MPROPO",1,100,0,"0.000000",0,0,"","",0,"","",0,""
"810","KWH","X","X",99,"","","","","ENERGY",3600,1,3,"0.000000",0,0,"KWH","",0,"","",0,""
"812","CM","X","X",3,"X","","","","LENGTH",1,100,0,"0.000000",0,0,"CMT","X",0,"","",0,""
"001","M%O","X","X",0,"","","","","MPROPO",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"001","M/S","X","X",0,"X","","","","SPEED",1,1,0,"0.000000",0,0,"MTS","X",0,"","",0,""
"810","MBA","X","X",0,"","","","","PRESS",100,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","ST","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"PCE","X",0,"","",0,""
"812","CM2","X","X",3,"X","","","","SURFAC",1,10000,0,"0.000000",0,0,"CMK","",0,"","",0,""
"001","M2","X","X",3,"X","","","","SURFAC",1,1,0,"0.000000",0,0,"MTK","X",0,"","",0,""
"810","MEI","X","X",3,"X","","","","LENGTH",16093,10,0,"0.000000",0,0,"","",0,"","",0,""
"800","BAG","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"BG","X",0,"","",0,""
"812","CMH","X","X",0,"","","","","SPEED",1,360000,0,"0.000000",0,0,"","",0,"","",0,""
"001","M2I","X","X",3,"X","","","","SURINV",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"810","MGW","X","X",0,"","","","","POWER",1000000,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","B75","X","X",0,"X","","","","RESIST",1,1,6,"0.000000",0,0,"B75","",0,"","",0,""
"800","STD","X","X",3,"X","","","","TIME",3600,1,0,"0.000000",0,1,"HUR","X",0,"","",0,""
"812","CS","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"CS","X",0,"","",0,""
"001","M2S","X","X",0,"X","","","","VISKIN",1,1,0,"0.000000",0,0,"S4","",0,"","",0,""
"810","MHZ","X","X",0,"","","","","FREQU",1000000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","BAR","X","X",0,"","","","","PRESS",10000,1,1,"0.000000",0,0,"BAR","",0,"","",0,""
"812","CSE","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"CSE","X",0,"","",0,""
"001","M3","X","X",3,"X","","","","VOLUME",1,1,0,"0.000000",0,0,"MTQ","X",0,"","",0,""
"810","MIN","X","X",3,"X","","","","TIME",60,1,0,"0.000000",0,0,"MIN","X",0,"","",0,""
"800","TAG","X","X",0,"X","","","","TIME",86400,1,0,"0.000000",0,0,"DAY","X",0,"","",0,""
"000","B78","X","X",0,"X","","","","VOLTAG",1,1,6,"0.000000",0,0,"B78","",0,"","",0,""
"812","CTL","X","X",0,"X","","","","VOLUME",1,100000,0,"0.000000",0,0,"","",0,"","",0,""
"810","MON","X","X",0,"X","","","","TIME",2592000,1,0,"0.000000",0,0,"MON","X",0,"","",0,""
"800","BB6","X","X",3,"X","","","","VOLUME",41225904,259303135,0,"0.000000",0,3,"","",0,"","",0,""
"001","M3S","X","X",0,"X","","","","VOLFLO",1,1,0,"0.000000",0,0,"MQS","X",0,"","",0,""
"800","TC3","X","X",0,"","","","","TKONZ",1,1000000,0,"0.000000",0,0,"","",0,"","",0,""
"810","RHO","X","X",0,"X","","","","DENSI",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","MA","X","X",0,"","","","","ECURR",1,1000,0,"0.000000",0,0,"4K","",0,"","",0,""
"812","D41","X","X",0,"X","","","","DENSI",1,1,3,"0.000000",0,0,"D41","",0,"","",0,""
"000","B84","X","X",0,"X","","","","ECURR",1,1,-6,"0.000000",0,0,"B84","",0,"","",0,""
"800","BBL","X","X",3,"X","","","","VOLUME",41225904,259303135,0,"0.000000",0,3,"","",0,"","",0,""
"810","STD","X","X",3,"X","","","","TIME",3600,1,0,"0.000000",0,1,"HUR","X",0,"","",0,""
"001","MBA","X","X",0,"","","","","PRESS",100,1,0,"0.000000",0,0,"MBR","",0,"","",0,""
"812","D46","X","X",0,"X","","","","POWER",1,1,0,"0.000000",0,0,"D46","",0,"","",0,""
"800","TE","X","X",0,"X","","","","TIME",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","BAG","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"BG","X",0,"","",0,""
"810","TAG","X","X",0,"X","","","","TIME",86400,1,0,"0.000000",0,0,"DAY","X",0,"","",0,""
"001","MBT","X","X",0,"X","","","","ENERGY",105505585,1,1,"0.000000",0,3,"","",0,"","",0,""
"812","DEG","X","X",99,"X","","","","AAAADL",1,1,0,"0.000000",0,1,"DD","",0,"","",0,""
"800","BCF","X","X",0,"X","","","","VOLUME",28316736,1,-3,"0.000000",0,0,"","",0,"","",0,""
"810","TO","X","X",3,"X","","","","MASS",1000,1,0,"0.000000",0,0,"TNE","X",0,"","",0,""
"800","TES","X","X",0,"","","","","MAGNFD",1,1,0,"0.000000",0,0,"D33","",0,"","",0,""
"000","BAR","X","X",0,"","","","","PRESS",100000,1,0,"0.000000",0,0,"BAR","",0,"","",0,""
"001","MBZ","X","X",0,"","","","","STEXKZ",100000,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","DM","X","X",3,"X","","X","","LENGTH",1,10,0,"0.000000",0,0,"DMT","X",0,"","",0,""
"810","WCH","X","X",0,"X","","","","TIME",604800,1,0,"0.000000",0,0,"WEE","X",0,"","",0,""
"800","BOX","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"BX","",0,"","",0,""
"811","10","X","X",0,"X","","","","TIME",86400,1,0,"0.000000",0,0,"DAY","",0,"","",0,""
"812","DR","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"DR","X",0,"","",0,""
"800","TEU","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"20","X",0,"","",0,""
"000","BOT","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"BO","X",0,"","",0,""
"001","MEJ","X","X",0,"X","","","","ENERGY",1000000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","BQK","X","X",0,"","","","","SPARAD",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"811","15M","X","X",3,"X","","","","TIME",900,1,0,"0.000000",0,0,"M15","",0,"","",0,""
"812","DZ","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"DZN","X",0,"","",0,""
"000","BQK","X","X",0,"","","","","SPARAD",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","TH","X","X",4,"X","","","","AAAADL",1,1,0,"0.000000",0,3,"MIL","X",0,"","",0,""
"811","BAR","X","X",0,"","","","","PRESS",10000,1,1,"0.000000",0,0,"BAR","",0,"","",0,""
"812","EA","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"EA","",0,"","",0,""
"001","MG","X","X",3,"X","","","","MASS",1,1000000,0,"0.000000",0,0,"MGM","X",0,"","",0,""
"800","BT","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"BO","X",0,"","",0,""
"811","CWT","X","X",5,"X","","","","MASS",1000000,22046,0,"0.000000",0,2,"","",0,"","",0,""
"812","EE","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","BUU","X","X",0,"X","","","","VOLUME",352390701,1,-11,"0.000000",0,0,"","",0,"","",0,""
"800","TK","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","MGF","X","X",0,"","","","","MASSBD",1,100,0,"0.000000",0,0,"","",0,"","",0,""
"811","FA","X","X",0,"","","","","TEMP",5,9,0,"255.372222",0,0,"FAH","X",0,"","",0,""
"812","EML","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","BUI","X","X",0,"X","","","","VOLUME",363687222,1,-11,"0.000000",0,0,"","",0,"","",0,""
"811","FT","X","X",0,"X","","","","LENGTH",381,1250,0,"0.000000",0,0,"FOT","",0,"","",0,""
"812","F","X","X",0,"","","","","CAPACI",1,1,0,"0.000000",0,0,"FAR","",0,"","",0,""
"000","C10","X","X",0,"X","","","","CAPACI",1,1,-3,"0.000000",0,0,"C10","",0,"","",0,""
"800","TL","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","MGG","X","X",0,"","","","","MPROPO",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"811","FT2","X","X",0,"X","","","","SURFAC",250,2691,0,"0.000000",0,2,"FTK","",0,"","",0,""
"800","BUU","X","X",0,"X","","","","VOLUME",352390701,1,-11,"0.000000",0,0,"","",0,"","",0,""
"812","G","X","X",3,"X","","","","MASS",1,1000,0,"0.000000",0,0,"GRM","X",0,"","",0,""
"811","FT3","X","X",0,"X","","","","VOLUME",28316736,1,-9,"0.000000",0,0,"FTQ","X",0,"","",0,""
"000","C36","X","X",0,"X","","","","ACBAC",1,1,0,"0.000000",0,3,"C36","",0,"","",0,""
"001","MGK","X","X",0,"","","","","MPROPO",1,1000000,0,"0.000000",0,0,"","",0,"","",0,""
"800","TM","X","X",0,"X","","","","TIME",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","G/L","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","BAR","X","X",0,"","","","","PRESS",100000,1,0,"0.000000",0,0,"BAR","",0,"","",0,""
"800","C","X","X",0,"X","","","","TEMP",1,1,0,"273.150000",0,0,"CEL","",0,"","",0,""
"812","GAU","X","X",99,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","C39","X","X",0,"X","","","","ECURR",1,1,-9,"0.000000",0,0,"C39","",0,"","",0,""
"001","MGL","X","X",0,"X","","","","DENSI",1,1000,0,"0.000000",0,0,"M1","",0,"","",0,""
"812","FA","X","X",0,"","","","","TEMP",5,9,0,"255.372222",0,0,"FAH","X",0,"","",0,""
"800","TM3","X","X",0,"","","","","TKONZ",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","GC","X","X",0,"","","","","TEMP",1,1,0,"273.150000",0,0,"CEL","X",0,"","",0,""
