MANDT,MSEHI,KZEX3,KZEX6,ANDEC,KZKEH,KZWOB,KZ1EH,KZ2EH,DIMID,ZAEHL,NENNR,EXP10,ADDKO,EXPON,DECAN,ISOCODE,PRIMARY,TEMP_VALUE,TEMP_UNIT,FAMUNIT,PRESS_VAL,PRESS_UNIT
"812","FT","X","X",0,"X","","","","LENGTH",381,1250,0,"0.000000",0,0,"","",0,"","",0,""
"800","C10","X","X",0,"X","","","","CAPACI",1,1,-3,"0.000000",0,0,"C10","",0,"","",0,""
"800","UGL","X","X",0,"X","","","","DENSI",1,1,-6,"0.000000",0,0,"","",0,"","",0,""
"001","MGQ","X","X",0,"X","","","","DENSI",1,1000000,0,"0.000000",0,0,"GP","",0,"","",0,""
"812","FT2","X","X",0,"X","","","","SURFAC",250,2691,0,"0.000000",0,0,"","",0,"","",0,""
"812","GHG","X","X",0,"","","","","MPROPO",1,100,0,"0.000000",0,0,"","",0,"","",0,""
"800","C36","X","X",0,"X","","","","ACBAC",1,1,0,"0.000000",0,3,"C36","",0,"","",0,""
"812","FT3","X","X",0,"X","","","","VOLUME",28316736,1,-9,"0.000000",0,0,"","",0,"","",0,""
"812","GJ","X","X",0,"X","","","","ENERGY",1,1,9,"0.000000",0,0,"","",0,"","",0,""
"001","MGW","X","X",0,"","","","","POWER",1000000,1,0,"0.000000",0,0,"MAW","X",0,"","",0,""
"800","UK","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"PA","",0,"","",0,""
"812","GLL","X","X",0,"X","","","","VOLUME",3785344,1,-9,"0.000000",0,0,"","",0,"","",0,""
"800","C38","X","X",0,"X","","","","ACBAC",1,1,0,"0.000000",0,3,"C38","",0,"","",0,""
"812","GKG","X","X",0,"","","","","MPROPO",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"812","H","X","X",3,"X","","","","TIME",3600,1,0,"0.000000",0,3,"HUR","",0,"","",0,""
"001","MHZ","X","X",0,"","","","","FREQU",1000000,1,0,"0.000000",0,0,"MHZ","",0,"","",0,""
"812","GLI","X","X",0,"X","","","","DENSI",1,1,0,"0.000000",0,0,"GL","",0,"","",0,""
"800","UNX","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","HAR","X","X",0,"X","","","","SURFAC",10000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","C3S","X","X",0,"X","","","","VOLFLO",1,1000000,0,"0.000000",0,0,"2J","",0,"","",0,""
"001","MI","X","X",3,"X","","","","LENGTH",201168,125,0,"0.000000",0,0,"SMI","",0,"","",0,""
"812","HPA","X","X",0,"","","","","PRESS",100,1,0,"0.000000",0,0,"A97","",0,"","",0,""
"812","GM","X","X",0,"X","","","","MOLMAS",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"800","V","X","X",0,"","","","","VOLTAG",1,1,0,"0.000000",0,0,"VLT","X",0,"","",0,""
"812","IN","X","X",3,"X","","","","LENGTH",127,5000,0,"0.000000",0,0,"INH","X",0,"","",0,""
"800","C41","X","X",0,"X","","","","CAPACI",1,1,-9,"0.000000",0,0,"C41","",0,"","",0,""
"812","GM2","X","X",0,"X","","","","MASSBD",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"001","MI2","X","X",0,"X","","","","SURFAC",774400000,299,0,"0.000000",0,0,"","",0,"","",0,""
"812","IN2","X","X",0,"X","","","","SURFAC",125,193752,0,"0.000000",0,0,"","",0,"","",0,""
"800","V%","X","X",0,"","","","","VPROPO",1,100,0,"0.000000",0,0,"","",0,"","",0,""
"812","GQ","X","X",0,"X","","","","DENSI",1,1,-9,"0.000000",0,0,"GQ","",0,"","",0,""
"812","IN3","X","X",0,"X","","","","VOLUME",16387,1,-9,"0.000000",0,0,"","",0,"","",0,""
"800","C56","X","X",0,"X","","","","PRESS",1,1,6,"0.000000",0,0,"C56","",0,"","",0,""
"000","C3S","X","X",0,"X","","","","VOLFLO",1,1000000,0,"0.000000",0,0,"2J","",0,"","",0,""
"001","MIM","X","X",3,"X","","","","LENGTH",1,1000000,0,"0.000000",0,0,"4H","",0,"","",0,""
"812","GRO","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"GRO","X",0,"","",0,""
"812","JHR","X","X",0,"X","","","","TIME",31536000,1,0,"0.000000",0,0,"ANN","X",0,"","",0,""
"800","V%O","X","X",0,"","","","","VPROPO",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"812","GW","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","KA","X","X",0,"","","","","ECURR",1000,1,0,"0.000000",0,0,"B22","",0,"","",0,""
"000","C41","X","X",0,"X","","","","CAPACI",1,1,-9,"0.000000",0,0,"C41","",0,"","",0,""
"001","MIN","X","X",3,"X","","","","TIME",60,1,0,"0.000000",0,0,"MIN","X",0,"","",0,""
"800","CCM","X","X",3,"X","","","","VOLUME",1,1000000,0,"0.000000",0,0,"CMQ","X",0,"","",0,""
"812","KBK","X","X",0,"","","","","SPARAD",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","HL","X","X",3,"X","","","","VOLUME",1,10,0,"0.000000",0,0,"HLT","X",0,"","",0,""
"800","V01","X","X",0,"X","","","","CONDUC",1,1,-4,"0.000000",0,3,"","",0,"","",0,""
"000","C56","X","X",0,"X","","","","PRESS",1,1,6,"0.000000",0,0,"C56","",0,"","",0,""
"001","MIS","X","X",0,"X","","","","TIME",1,1000000,0,"0.000000",0,0,"B98","",0,"","",0,""
"800","CD","X","X",0,"","","","","LIGHT",1,1,0,"0.000000",0,0,"CDL","X",0,"","",0,""
"812","KHZ","X","X",0,"","","","","FREQU",1000,1,0,"0.000000",0,0,"KHZ","",0,"","",0,""
"812","HZ","X","X",0,"","","","","FREQU",1,1,0,"0.000000",0,0,"HTZ","X",0,"","",0,""
"800","V02","X","X",0,"X","","","","ACBAC",1,1,0,"0.000000",0,3,"C36","",0,"","",0,""
"812","KJ","X","X",0,"","","","","ENERGY",1000,1,0,"0.000000",0,0,"KJO","",0,"","",0,""
"000","CCM","X","X",3,"X","","","","VOLUME",1,1000000,0,"0.000000",0,0,"CMQ","X",0,"","",0,""
"812","J","X","X",0,"","","","","ENERGY",1,1,0,"0.000000",0,0,"JOU","X",0,"","",0,""
"001","MJ","X","X",0,"","","","","ENERGY",1,1000,0,"0.000000",0,0,"C15","",0,"","",0,""
"800","CDM","X","X",3,"X","","","","VOLUME",1,1000,0,"0.000000",0,0,"DMQ","X",0,"","",0,""
"812","KJK","X","X",0,"X","","","","SPENER",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","VAL","X","X",0,"X","X","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","JKG","X","X",0,"X","","","","SPENER",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","ML","X","X",3,"X","","","","VOLUME",1,1000000,0,"0.000000",0,0,"MLT","X",0,"","",0,""
"812","KJM","X","X",0,"X","","","","MOENER",1000,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","CD","X","X",0,"","","","","LIGHT",1,1,0,"0.000000",0,0,"CDL","X",0,"","",0,""
"800","CFU","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","JMO","X","X",0,"X","","","","MOENER",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","MLK","X","X",0,"","","","","VPROPO",1,1,-6,"0.000000",0,0,"","",0,"","",0,""
"812","KM","X","X",0,"X","","","","LENGTH",1000,1,0,"0.000000",0,0,"KMT","X",0,"","",0,""
"800","VPB","X","X",0,"","","","","VPROPO",1,1,-9,"0.000000",0,0,"","",0,"","",0,""
"000","CDM","X","X",3,"X","","","","VOLUME",1,1000,0,"0.000000",0,0,"DMQ","X",0,"","",0,""
"812","K","X","X",0,"","","","","TEMP",1,1,0,"0.000000",0,0,"KEL","X",0,"","",0,""
"001","MLW","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","CHG","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","KM2","X","X",0,"X","","","","SURFAC",1000000,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","KAN","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"CA","X",0,"","",0,""
"800","VPM","X","X",0,"","","","","VPROPO",1,1,-6,"0.000000",0,0,"","",0,"","",0,""
"001","MM","X","X",3,"X","","","","LENGTH",1,1000,0,"0.000000",0,0,"MMT","X",0,"","",0,""
"812","KMH","X","X",0,"X","","","","SPEED",10,36,0,"0.000000",0,0,"KMH","",0,"","",0,""
"000","CM","X","X",3,"X","","","","LENGTH",1,100,0,"0.000000",0,0,"CMT","X",0,"","",0,""
"812","KAR","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"CT","X",0,"","",0,""
"800","CM","X","X",3,"X","","","","LENGTH",1,100,0,"0.000000",0,0,"CMT","X",0,"","",0,""
"001","MM2","X","X",3,"X","","","","SURFAC",1,1000000,0,"0.000000",0,0,"MMK","",0,"","",0,""
"812","KOH","X","X",0,"","","","","RESIST",1000,1,0,"0.000000",0,0,"B49","",0,"","",0,""
"800","VPT","X","X",0,"","","","","VPROPO",1,1,-12,"0.000000",0,0,"","",0,"","",0,""
"812","KG","X","X",3,"X","","","","MASS",1,1,0,"0.000000",0,0,"KGM","X",0,"","",0,""
"000","CM2","X","X",3,"X","","","","SURFAC",1,10000,0,"0.000000",0,0,"CMK","",0,"","",0,""
"001","MMA","X","X",0,"","","","","SPEED",1,31536,-6,"0.000000",0,0,"","",0,"","",0,""
"812","KT","X","X",0,"X","","","","MASS",1000000,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","KGF","X","X",0,"","","","","MASSBD",1,1,0,"0.000000",0,0,"28","",0,"","",0,""
"800","W","X","X",0,"","","","","POWER",1,1,0,"0.000000",0,0,"WTT","X",0,"","",0,""
"812","KV","X","X",0,"","","","","VOLTAG",1000,1,0,"0.000000",0,0,"KVT","",0,"","",0,""
"800","CM2","X","X",3,"X","","","","SURFAC",1,10000,0,"0.000000",0,2,"CMK","",0,"","",0,""
"001","MMG","X","X",0,"","","","","SPAEQU",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"000","CMH","X","X",0,"","","","","SPEED",1,360000,0,"0.000000",0,0,"","",0,"","",0,""
"812","KGK","X","X",0,"","","","","MPROPO",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","KW","X","X",3,"","","","","POWER",1000,1,0,"0.000000",0,0,"KWT","X",0,"","",0,""
"001","MMH","X","X",0,"","","","","SPEED",1,3600000,0,"0.000000",0,0,"","",0,"","",0,""
"812","KGM","X","X",0,"X","","","","MOLMAS",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","WFR","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","KWH","X","X",99,"","","","","ENERGY",3600,1,3,"0.000000",0,0,"KWH","X",0,"","",0,""
"800","CMH","X","X",0,"","","","","SPEED",1,360000,0,"0.000000",0,0,"","",0,"","",0,""
"001","MMK","X","X",0,"","","","","SPAEQU",1,1000,0,"0.000000",0,0,"D87","",0,"","",0,""
"000","CS","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"CS","X",0,"","",0,""
"812","KGS","X","X",0,"X","","","","MASFLO",1,1,0,"0.000000",0,0,"KGS","X",0,"","",0,""
"812","LB","X","X",0,"X","","","","MASS",453592,1000000,0,"0.000000",0,0,"","",0,"","",0,""
"800","WMK","X","X",0,"X","","","","THCOND",1,1,0,"0.000000",0,0,"D53","",0,"","",0,""
"001","MMO","X","X",0,"","","","","MOLQU",1,1000,0,"0.000000",0,0,"C18","",0,"","",0,""
"800","COP","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","MBA","X","X",0,"","","","","PRESS",100,1,0,"0.000000",0,0,"MBR","",0,"","",0,""
"812","KGV","X","X",0,"X","","","","DENSI",1,1,0,"0.000000",0,0,"KMQ","X",0,"","",0,""
"000","CTL","X","X",0,"X","","","","VOLUME",1,100000,0,"0.000000",0,0,"","",0,"","",0,""
"001","MMQ","X","X",0,"X","","","","VOLUME",1,1,-9,"0.000000",0,0,"MMQ","",0,"","",0,""
"812","MBZ","X","X",0,"","","","","STEXKZ",10000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","WTL","X","X",0,"X","","","","EVARA",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","KGW","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","MEJ","X","X",0,"X","","","","ENERGY",1000000,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","CPA","X","X",0,"X","","","","VISDYN",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","MMS","X","X",0,"","","","","SPEED",1,1000,0,"0.000000",0,0,"C16","",0,"","",0,""
"812","KI","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"CR","X",0,"","",0,""
"812","MGW","X","X",0,"","","","","POWER",1000000,1,0,"0.000000",0,0,"MAW","X",0,"","",0,""
"001","MNM","X","X",0,"X","","","","SURFTE",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"810","%","X","X",99,"X","","","","AAAADL",1,1,0,"0.000000",0,3,"","",0,"","",0,""
"812","MHZ","X","X",0,"","","","","FREQU",1000000,1,0,"0.000000",0,0,"MHZ","",0,"","",0,""
"812","KMK","X","X",0,"","","","","VPROPO",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","CS","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"CS","X",0,"","",0,""
"001","MOK","X","X",0,"","","","","SPAEQU",1,1,0,"0.000000",0,0,"C19","",0,"","",0,""
"812","MI","X","X",3,"X","","","","LENGTH",201168,125,0,"0.000000",0,0,"SMI","",0,"","",0,""
"812","KMN","X","X",0,"X","","","","TEMPRT",1,60,0,"0.000000",0,0,"","",0,"","",0,""
"810","A","X","X",0,"","","","","ECURR",1,1,0,"0.000000",0,0,"AMP","X",0,"","",0,""
"001","MOL","X","X",0,"","","","","MOLQU",1,1,0,"0.000000",0,0,"C34","",0,"","",0,""
"812","MI2","X","X",0,"X","","","","SURFAC",774400000,299,0,"0.000000",0,0,"","",0,"","",0,""
"812","KMS","X","X",0,"X","","","","TEMPRT",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","MON","X","X",0,"X","","","","TIME",2592000,1,0,"0.000000",0,0,"MON","X",0,"","",0,""
"812","MIN","X","X",3,"X","","","","TIME",60,1,0,"0.000000",0,0,"MIN","X",0,"","",0,""
"810","CCM","X","X",3,"X","","","","VOLUME",1,1000000,0,"0.000000",0,0,"","",0,"","",0,""
"812","KPA","X","X",0,"X","","","","PRESS",1,1,3,"0.000000",0,0,"KPA","",0,"","",0,""
"800","CSE","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"CSE","X",72,"FA","",1,"BAR"
"001","MPA","X","X",0,"","","","","PRESS",1000000,1,0,"0.000000",0,0,"MPA","",0,"","",0,""
"812","MON","X","X",0,"X","","","","TIME",2592000,1,0,"0.000000",0,0,"MON","X",0,"","",0,""
"812","KVA","X","X",0,"X","","","","POWER",1,1,3,"0.000000",0,0,"KVA","",0,"","",0,""
"001","MPB","X","X",0,"","","","","MPROPO",1,1,-9,"0.000000",0,0,"","",0,"","",0,""
"810","CD","X","X",0,"","","","","LIGHT",1,1,0,"0.000000",0,0,"CDL","X",0,"","",0,""
"812","MPA","X","X",0,"","","","","PRESS",1000000,1,0,"0.000000",0,0,"MPA","",0,"","",0,""
"000","D10","X","X",0,"X","","","","CONDUC",1,1,0,"0.000000",0,3,"D10","",0,"","",0,""
"800","CTL","X","X",0,"X","","","","VOLUME",1,100000,0,"0.000000",0,0,"","",0,"","",0,""
"812","KWK","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","MPG","X","X",3,"X","","","","SURINV",201168,473168,6,"0.000000",0,0,"","",0,"","",0,""
"812","MWH","X","X",0,"X","","","","ENERGY",3600,1,6,"0.000000",0,0,"","",0,"","",0,""
"812","L","X","X",3,"X","","","","VOLUME",1,1000,0,"0.000000",0,0,"LTR","X",0,"","",0,""
"001","MPM","X","X",0,"","","","","MPROPO",1,1,-6,"0.000000",0,0,"","",0,"","",0,""
"810","CDM","X","X",3,"X","","","","VOLUME",1,1000,0,"0.000000",0,0,"DMQ","X",0,"","",0,""
"812","OZ","X","X",0,"X","","","","MASS",567,20000,0,"0.000000",0,0,"","",0,"","",0,""
"000","D41","X","X",0,"X","","","","DENSI",1,1,3,"0.000000",0,0,"D41","",0,"","",0,""
"800","CWT","X","X",5,"X","","","","MASS",1000000,22046,0,"0.000000",0,2,"","",0,"","",0,""
"812","L2","X","X",0,"X","","","","VOLFLO",1,60000,0,"0.000000",0,0,"L2","",0,"","",0,""
"001","MPS","X","X",0,"X","","","","VISDYN",1,1000,0,"0.000000",0,0,"C24","",0,"","",0,""
"812","OZA","X","X",0,"X","","","","VOLUME",29573,1,-9,"0.000000",0,0,"","",0,"","",0,""
"810","CM","X","X",3,"X","","","","LENGTH",1,100,0,"0.000000",0,0,"CMT","X",0,"","",0,""
"812","LE","X","X",3,"X","X","","","AAAADL",1,1,0,"0.000000",0,0,"PU","",0,"","",0,""
"000","D46","X","X",0,"X","","","","POWER",1,1,0,"0.000000",0,0,"D46","",0,"","",0,""
"812","PT","X","X",0,"X","","","","VOLUME",473168,1,-9,"0.000000",0,0,"","",0,"","",0,""
"001","MPT","X","X",0,"","","","","MPROPO",1,1,-12,"0.000000",0,0,"","",0,"","",0,""
"800","D10","X","X",0,"X","","","","CONDUC",1,1,0,"0.000000",0,3,"D10","",0,"","",0,""
"812","LMS","X","X",0,"X","","","","HYDROL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","QT","X","X",0,"X","","","","VOLUME",946336,1,-9,"0.000000",0,0,"","",0,"","",0,""
"001","MPZ","X","X",0,"","","","","STEXKZ",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"810","CM2","X","X",3,"X","","","","SURFAC",1,10000,0,"0.000000",0,0,"","",0,"","",0,""
"000","DEG","X","X",99,"X","","","","AAAADL",1,1,0,"0.000000",0,1,"DD","",0,"","",0,""
"812","M","X","X",2,"X","","","","LENGTH",1,1,0,"0.000000",0,0,"MTR","X",0,"","",0,""
"812","RHO","X","X",0,"X","","","","DENSI",1000,1,0,"0.000000",0,0,"23","",0,"","",0,""
"800","D41","X","X",0,"X","","","","DENSI",1,1,3,"0.000000",0,0,"D41","",0,"","",0,""
"001","MQH","X","X",0,"X","","","","VOLFLO",1,3600,0,"0.000000",0,0,"MQH","",0,"","",0,""
"812","M%","X","X",0,"","","","","MPROPO",1,100,0,"0.000000",0,0,"","",0,"","",0,""
"812","STD","X","X",3,"X","","","","TIME",3600,1,0,"0.000000",0,1,"HUR","X",0,"","",0,""
"810","DEG","X","X",99,"X","","","","AAAADL",1,1,0,"0.000000",0,1,"","",0,"","",0,""
"001","MS","X","X",0,"X","","","","TIME",1,1000,0,"0.000000",0,0,"C26","",0,"","",0,""
"000","DM","X","X",3,"X","","X","","LENGTH",1,10,0,"0.000000",0,0,"DMT","X",0,"","",0,""
"800","D46","X","X",0,"X","","","","POWER",1,1,0,"0.000000",0,0,"D46","",0,"","",0,""
"812","TAG","X","X",0,"X","","","","TIME",86400,1,0,"0.000000",0,0,"DAY","X",0,"","",0,""
"812","M%O","X","X",0,"","","","","MPROPO",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"001","MS2","X","X",0,"X","","","","ACCEL",1,1,0,"0.000000",0,0,"MSK","X",0,"","",0,""
"812","TO","X","X",3,"X","","","","MASS",1000,1,0,"0.000000",0,0,"TNE","X",0,"","",0,""
"810","DM","X","X",3,"X","","X","","LENGTH",1,10,0,"0.000000",0,0,"DMT","X",0,"","",0,""
"000","DR","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"DR","X",0,"","",0,""
"812","M/S","X","X",0,"X","","","","SPEED",1,1,0,"0.000000",0,0,"MTS","X",0,"","",0,""
"001","MTE","X","X",0,"","","","","MAGNFD",1,1000,0,"0.000000",0,0,"C29","",0,"","",0,""
"800","DBA","X","X",0,"X","","","","SDL",1,1,0,"0.000000",0,1,"","",0,"","",0,""
"812","TON","X","X",0,"X","","","","MASS",4536,5,0,"0.000000",0,0,"","",0,"","",0,""
"001","MTS","X","X",0,"X","","","","SPEED",1,3600,0,"0.000000",0,0,"MTS","",0,"","",0,""
"812","M2","X","X",3,"X","","","","SURFAC",1,1,0,"0.000000",0,0,"MTK","X",0,"","",0,""
"810","G","X","X",3,"X","","","","MASS",1,1000,0,"0.000000",0,0,"GRM","X",0,"","",0,""
"812","WCH","X","X",0,"X","","","","TIME",604800,1,0,"0.000000",0,0,"WEE","X",0,"","",0,""
"000","DZ","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"DZN","X",0,"","",0,""
"800","DEG","X","X",99,"X","","","","AAAADL",1,1,0,"0.000000",0,1,"DD","",0,"","",0,""
"001","MV","X","X",0,"","","","","VOLTAG",1,1000,0,"0.000000",0,0,"2Z","",0,"","",0,""
"812","M2S","X","X",0,"X","","","","VISKIN",1,1,0,"0.000000",0,0,"S4","",0,"","",0,""
"812","YD","X","X",0,"X","","","","LENGTH",1143,1250,0,"0.000000",0,0,"","",0,"","",0,""
"001","MVA","X","X",0,"X","","","","POWER",1,1,6,"0.000000",0,0,"MVA","",0,"","",0,""
"810","GAU","X","X",99,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","M3","X","X",3,"X","","","","VOLUME",1,1,0,"0.000000",0,0,"MTQ","X",0,"","",0,""
"812","YD2","X","X",0,"X","","","","SURFAC",250,299,0,"0.000000",0,0,"","",0,"","",0,""
"000","EA","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"EA","",0,"","",0,""
"800","DIE","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","MW","X","X",0,"","","","","POWER",1,1000,0,"0.000000",0,0,"C31","",0,"","",0,""
"812","YD3","X","X",0,"X","","","","VOLUME",764551872,1,-9,"0.000000",0,0,"","",0,"","",0,""
"812","M3S","X","X",0,"X","","","","VOLFLO",1,1,0,"0.000000",0,0,"MQS","X",0,"","",0,""
"001","N","X","X",0,"","","","","FORCE",1,1,0,"0.000000",0,0,"NEW","X",0,"","",0,""
"810","GC","X","X",0,"","","","","TEMP",1,1,0,"-273.150000",0,0,"","",0,"","",0,""
"000","EE","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","DM","X","X",3,"X","","X","","LENGTH",1,10,0,"0.000000",0,0,"DMT","X",0,"","",0,""
"812","MA","X","X",0,"","","","","ECURR",1,1000,0,"0.000000",0,0,"4K","",0,"","",0,""
"001","NAM","X","X",3,"X","","","","LENGTH",1,1000000,-3,"0.000000",0,0,"C45","",0,"","",0,""
"810","HL","X","X",3,"X","","","","VOLUME",1,10,0,"0.000000",0,0,"HLT","X",0,"","",0,""
"000","EML","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","MG","X","X",3,"X","","","","MASS",1,1000000,0,"0.000000",0,0,"MGM","X",0,"","",0,""
"001","NM","X","X",0,"X","","","","SURFTE",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","DR","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"DR","",0,"","",0,""
"812","MGF","X","X",0,"","","","","MASSBD",1,100,0,"0.000000",0,0,"","",0,"","",0,""
"001","NS","X","X",0,"X","","","","TIME",1,1000000,-3,"0.000000",0,0,"C47","",0,"","",0,""
"000","F","X","X",0,"","","","","CAPACI",1,1,0,"0.000000",0,0,"FAR","",0,"","",0,""
"810","HZ","X","X",0,"","","","","FREQU",1,1,0,"0.000000",0,0,"HTZ","X",0,"","",0,""
"812","MGG","X","X",0,"","","","","MPROPO",1,1000,0,"0.000000",0,0,"","",0,"","",0,""
"001","OCM","X","X",0,"X","","","","SPREST",1,100,0,"0.000000",0,0,"C60","",0,"","",0,""
"800","DZ","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"DZN","X",0,"","",0,""
"812","MGK","X","X",0,"","","","","MPROPO",1,1000000,0,"0.000000",0,0,"","",0,"","",0,""
"001","OHM","X","X",0,"","","","","RESIST",1,1,0,"0.000000",0,0,"OHM","X",0,"","",0,""
"810","J","X","X",0,"","","","","ENERGY",1,1,0,"0.000000",0,0,"JOU","X",0,"","",0,""
"000","FT2","X","X",0,"X","","","","SURFAC",250,2691,0,"0.000000",0,0,"","",0,"","",0,""
"812","MGL","X","X",0,"X","","","","DENSI",1,1000,0,"0.000000",0,0,"M1","",0,"","",0,""
"001","OM","X","X",0,"X","","","","SPREST",1,1,0,"0.000000",0,0,"C61","",0,"","",0,""
"800","EA","X","X",0,"X","X","","","AAAADL",1,1,0,"0.000000",0,0,"EA","X",0,"","",0,""
"812","MGQ","X","X",0,"X","","","","DENSI",1,1000000,0,"0.000000",0,0,"GP","",0,"","",0,""
"810","K","X","X",0,"","","","","TEMP",1,1,0,"0.000000",0,0,"KEL","X",0,"","",0,""
"001","P","X","X",0,"X","","","","POINTS",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"800","EE","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","MIM","X","X",3,"X","","","","LENGTH",1,1000000,0,"0.000000",0,0,"4H","",0,"","",0,""
"001","PA","X","X",0,"","","","","PRESS",1,1,0,"0.000000",0,0,"PAL","X",0,"","",0,""
"810","KAN","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"PCE","",0,"","",0,""
"001","PAA","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"PR","",0,"","",0,""
"812","MIS","X","X",0,"X","","","","TIME",1,1000000,0,"0.000000",0,0,"B98","",0,"","",0,""
"800","EH","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","PAK","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"PK","X",0,"","",0,""
"812","MJ","X","X",0,"","","","","ENERGY",1,1000,0,"0.000000",0,0,"C15","",0,"","",0,""
"810","KAR","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"PCE","",0,"","",0,""
"001","PAL","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"PF","X",0,"","",0,""
"800","EML","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"812","ML","X","X",3,"X","","","","VOLUME",1,1000000,0,"0.000000",0,0,"MLT","X",0,"","",0,""
"000","FT3","X","X",0,"X","","","","VOLUME",28316736,1,-9,"0.000000",0,0,"","",0,"","",0,""
"810","KG","X","X",3,"X","","","","MASS",1,1,0,"0.000000",0,0,"KGM","X",0,"","",0,""
"001","PAS","X","X",0,"X","","","","VISDYN",1,1,0,"0.000000",0,0,"C65","",0,"","",0,""
"812","MLK","X","X",0,"","","","","VPROPO",1,1,-6,"0.000000",0,0,"","",0,"","",0,""
"800","F","X","X",0,"X","","","","LENGTH",1,1,0,"0.000000",0,0,"","",0,"","",0,""
"001","PCT","X","X",99,"X","","","","AAAADL",1,1,0,"0.000000",0,8,"","",0,"","",0,""
"812","MLW","X","X",0,"X","","","","AAAADL",1,1,0,"0.000000",0,0,"","",0,"","",0,""
