"MANDT","KURST","FCURR","TCURR","GDATU","UKURS","FFACT","TFACT"
"800","EURX","MXN","EUR","79959084","-0.13996","0","0"
"800","M","USD","GBP","79939696","0.57043","0","0"
"800","EURX","CHF","EUR","79949382","-1.54330","0","0"
"800","EURX","MXN","EUR","79959268","-0.13708","0","0"
"800","EURX","MXN","EUR","79959085","-0.14165","0","0"
"800","EURX","HUF","EUR","79959675","-250.47000","0","0"
"800","2001","DEM","USD","80039898","0.70000","0","0"
"800","M","USD","GBP","79939697","0.57151","0","0"
"800","EURX","CHF","EUR","79949383","-1.53985","0","0"
"800","EURX","AUD","EUR","79949198","-1.60300","0","0"
"001","M","USD","PEN","79989898","3.52000","0","0"
"800","EURX","MXN","EUR","79959269","-0.13708","0","0"
"800","EURX","MXN","EUR","79959086","-0.14175","0","0"
"800","M","USD","GBP","79939698","0.57021","0","0"
"800","2001","ESP","USD","80039898","0.01000","0","0"
"800","EURX","CHF","EUR","79949385","-1.53780","0","0"
"800","EURX","MXN","EUR","79959087","-0.14224","0","0"
"800","M","USD","GBP","79939771","0.57503","0","0"
"800","EURX","HUF","EUR","79959676","-251.31000","0","0"
"800","EURX","MXN","EUR","79959270","-0.13744","0","0"
"800","2004","AUD","USD","80039898","0.75000","0","0"
"800","EURX","CHF","EUR","79949386","-1.53735","0","0"
"800","EURX","AUD","EUR","79949270","-1.59330","0","0"
"001","M","USD","PHP","79989898","51.50000","0","0"
"800","EURX","MXN","EUR","79959088","-0.14224","0","0"
"800","M","USD","GBP","79939772","0.57466","0","0"
"800","2004","DEM","USD","80039898","0.60000","0","0"
"800","EURX","MXN","EUR","79959271","-0.13777","0","0"
"800","EURX","CHF","EUR","79949389","-1.53575","0","0"
"800","EURX","MXN","EUR","79959089","-0.14224","0","0"
"800","M","USD","GBP","79939775","0.57358","0","0"
"800","2004","ESP","USD","80039898","0.01000","0","0"
"800","EURX","HUF","EUR","79959677","-252.09000","0","0"
"800","EURX","MXN","EUR","79959272","-0.13853","0","0"
"001","M","USD","SEK","79989898","9.43440","0","0"
"800","EURX","CHF","EUR","79949390","-1.53380","0","0"
"800","2004","GBP","USD","80039898","1.70000","0","0"
"800","EURX","AUD","EUR","79949271","-1.59920","0","0"
"800","M","USD","GBP","79939776","0.57358","0","0"
"800","EURX","MXN","EUR","79959273","-0.13952","0","0"
"800","EURX","MXN","EUR","79959090","-0.14161","0","0"
"800","EURX","HUF","EUR","79959678","-253.22000","0","0"
"800","EURX","CHF","EUR","79949391","-1.53375","0","0"
"800","2011","ESP","USD","80039898","0.01000","0","0"
"800","M","USD","GBP","79939777","0.57285","0","0"
"800","EURX","MXN","EUR","79959091","-0.14117","0","0"
"800","EURX","MXN","EUR","79959369","-0.14059","0","0"
"001","M","USD","SIT","79989898","226.90000","0","0"
"800","EURX","CHF","EUR","79949393","-1.53265","0","0"
"800","2012","AUD","USD","80039898","0.75000","0","0"
"800","EURX","AUD","EUR","79949272","-1.59100","0","0"
"800","EURX","MXN","EUR","79959092","-0.14037","0","0"
"800","M","USD","GBP","79939778","0.57313","0","0"
"800","EURX","MXN","EUR","79959370","-0.13919","0","0"
"800","EURX","HUF","EUR","79959679","-253.22000","0","0"
"800","EURX","CHF","EUR","79949397","-1.53415","0","0"
"800","2014","AUD","USD","80039898","0.75000","0","0"
"001","M","USD","SKK","79989898","47.31000","0","0"
"800","EURX","MXN","EUR","79959093","-0.13887","0","0"
"800","M","USD","GBP","79939779","0.57384","0","0"
"800","EURX","CHF","EUR","79949398","-1.53310","0","0"
"800","EURX","MXN","EUR","79959371","-0.13919","0","0"
"800","2014","DEM","USD","80039898","0.60000","0","0"
"800","EURX","AUD","EUR","79949273","-1.58400","0","0"
"800","EURX","MXN","EUR","79959094","-0.13887","0","0"
"800","M","USD","GBP","79939782","0.57508","0","0"
"800","EURX","HUF","EUR","79959680","-253.22000","0","0"
"800","EURX","CHF","EUR","79949468","-1.53660","0","0"
"001","M","USD","THB","79989898","43.82000","0","0"
"800","EURX","MXN","EUR","79959372","-0.13770","0","0"
"800","EURX","MXN","EUR","79959095","-0.13887","0","0"
"800","2014","ESP","USD","80039898","0.01000","0","0"
"800","M","USD","GBP","79939783","0.57489","0","0"
"800","EURX","CHF","EUR","79949469","-1.54450","0","0"
"800","EURX","AUD","EUR","79949274","-1.58330","0","0"
"800","EURX","RUB","EUR","79949168","-34.92800","0","0"
"800","EURX","MXN","EUR","79959096","-0.13887","0","0"
"800","M","USD","GBP","79939784","0.57630","0","0"
"800","2014","GBP","USD","80039898","1.70000","0","0"
"800","EURX","CHF","EUR","79949472","-1.54780","0","0"
"800","EURX","HUF","EUR","79959681","-253.98000","0","0"
"800","EURX","RUB","EUR","79949169","-34.83400","0","0"
"800","B","AUD","EUR","79949898","0.62490","0","0"
"001","M","USD","TRY","79989898","1.31850","0","0"
"800","M","USD","GBP","79939785","0.57367","0","0"
"800","EURX","MXN","EUR","79959097","-0.14010","0","0"
"800","EURX","AUD","EUR","79949391","-1.60120","0","0"
"800","EURX","RUB","EUR","79949170","-34.98800","0","0"
"800","B","CAD","USD","80039898","0.70000","0","0"
"800","M","USD","GBP","79939786","0.57356","0","0"
"800","EURX","MXN","EUR","79959098","-0.13947","0","0"
"800","EURX","HUF","EUR","79959682","-255.36000","0","0"
"800","B","CHF","EUR","81999898","0.62091","0","0"
"800","EURX","RUB","EUR","79949173","-35.02400","0","0"
"001","M","USD","VEB","79989898","700.19000","0","0"
"800","M","USD","GBP","79939789","0.57374","0","0"
"800","EURX","AUD","EUR","79949393","-1.60710","0","0"
"800","B","FIM","EUR","81999898","16.56733","0","0"
"800","EURX","CHF","EUR","79949473","-1.54730","0","0"
"800","EURX","MXN","EUR","79959168","-0.13860","0","0"
"800","EURX","HUF","EUR","79959683","-254.13000","0","0"
"800","EURX","RUB","EUR","79949174","-34.96100","0","0"
"800","M","USD","GBP","79939790","0.57427","0","0"
"800","EURX","MXN","EUR","79959169","-0.13751","0","0"
"800","EURX","CHF","EUR","79949474","-1.54565","0","0"
"800","B","NZD","EUR","79949898","0.57660","0","0"
"800","EURX","AUD","EUR","79949397","-1.62700","0","0"
"001","M","USD","ZAR","79989898","7.56100","0","0"
"800","M","USD","GBP","79939791","0.57243","0","0"
"800","EURX","RUB","EUR","79949175","-34.92900","0","0"
"800","EURX","MXN","EUR","79959170","-0.13689","0","0"
"800","EURX","CHF","EUR","79949475","-1.54695","0","0"
"800","EURB","DEM","EUR","81999898","-1.95583","0","0"
"800","M","USD","GBP","79939792","0.57243","0","0"
"800","EURX","RUB","EUR","79949176","-34.87800","0","0"
"800","EURX","HUF","EUR","79959684","-252.75000","0","0"
"800","EURX","MXN","EUR","79959171","-0.13689","0","0"
"001","M","VEB","BRL","79989898","2.78640","0","0"
"800","EURX","AUD","EUR","79949398","-1.63570","0","0"
"800","EURX","CHF","EUR","79949476","-1.54650","0","0"
"800","M","USD","GBP","79939793","0.56728","0","0"
"800","EURB","FRF","EUR","81999898","-6.55957","0","0"
"800","EURX","MXN","EUR","79959172","-0.13689","0","0"
"800","EURX","RUB","EUR","79949177","-34.90400","0","0"
"800","EURX","CHF","EUR","79949479","-1.54905","0","0"
"800","M","USD","GBP","79939796","0.56233","0","0"
"001","M","VEB","CLP","79989898","0.82160","0","0"
"800","EURX","AUD","EUR","79949469","-1.63770","0","0"
"800","EURX","MXN","EUR","79959173","-0.13746","0","0"
"800","EURX","CHF","EUR","79949480","-1.54450","0","0"
"800","EURX","HUF","EUR","79959685","-253.15000","0","0"
"800","EURB","JPY","EUR","79949169","-136.31000","0","0"
"800","EURX","RUB","EUR","79949180","-34.79000","0","0"
"800","M","USD","GBP","79939797","0.56313","0","0"
"800","EURX","MXN","EUR","79959174","-0.13746","0","0"
"800","EURX","CHF","EUR","79949482","-1.54265","0","0"
"001","M","VEB","PEN","79989898","5.02721","0","0"
"800","M","USD","GBP","79939798","0.56222","0","0"
"800","EURB","JPY","EUR","79949170","-135.97000","0","0"
"800","EURX","RUB","EUR","79949181","-34.77900","0","0"
"800","EURX","AUD","EUR","79949472","-1.64810","0","0"
"800","EURX","MXN","EUR","79959175","-0.13745","0","0"
"800","EURX","HUF","EUR","79959686","-253.15000","0","0"
"800","EURX","CHF","EUR","79949483","-1.54455","0","0"
"800","M","USD","GBP","79939868","0.56591","0","0"
"800","EURB","JPY","EUR","79949173","-134.98000","0","0"
"800","EURX","RUB","EUR","79949182","-34.99600","0","0"
"800","EURX","MXN","EUR","79959176","-0.13826","0","0"
"800","EURX","CHF","EUR","79949487","-1.54485","0","0"
"800","M","USD","GBP","79939869","0.56207","0","0"
"800","EURX","AUD","EUR","79949473","-1.64800","0","0"
"800","EURX","MXN","EUR","79959274","-0.13846","0","0"
"800","EURX","RUB","EUR","79949183","-35.02900","0","0"
"800","EURX","HUF","EUR","79959687","-253.15000","0","0"
"800","EURB","JPY","EUR","79949174","-135.08000","0","0"
"800","M","USD","GBP","79939872","0.56207","0","0"
"800","EURX","CHF","EUR","79949488","-1.54615","0","0"
"001","M","VEB","VEF","79989898","1.00000","0","0"
"800","EURX","MXN","EUR","79959275","-0.13846","0","0"
"800","EURB","JPY","EUR","79949175","-135.20000","0","0"
"800","EURX","AUD","EUR","79949474","-1.65450","0","0"
"800","EURX","HUF","EUR","79959688","-252.08000","0","0"
"800","EURX","RUB","EUR","79949184","-35.10100","0","0"
"800","EURX","CHF","EUR","79949489","-1.54610","0","0"
"800","EURX","MXN","EUR","79959276","-0.13846","0","0"
"800","M","USD","GBP","79939874","0.56029","0","0"
"800","EURB","JPY","EUR","79949176","-134.43000","0","0"
"800","EURX","RUB","EUR","79949187","-35.21100","0","0"
"001","M","ZAR","JPY","79989898","15.17600","0","0"
"800","EURX","CHF","EUR","79949490","-1.54820","0","0"
"800","EURX","MXN","EUR","79959277","-0.14005","0","0"
"800","M","USD","GBP","79939875","0.55980","0","0"
"800","EURB","JPY","EUR","79949177","-134.13000","0","0"
"800","EURX","RUB","EUR","79949188","-35.26200","0","0"
"800","EURX","HUF","EUR","79959689","-252.72000","0","0"
"800","EURX","AUD","EUR","79949475","-1.65250","0","0"
"800","EURX","CHF","EUR","79949493","-1.54920","0","0"
"001","P","DEM","JPY","79989898","55.52000","0","0"
"800","EURX","MXN","EUR","79959278","-0.14079","0","0"
"800","EURB","USD","EUR","79958996","-1.24100","0","0"
"800","M","USD","GBP","79939876","0.56405","0","0"
"800","EURX","RUB","EUR","79949189","-35.16900","0","0"
"800","EURB","JPY","EUR","79949180","-134.45000","0","0"
"800","EURX","MXN","EUR","79959279","-0.14074","0","0"
"001","P","EUR","JPY","79989898","108.50000","0","0"
"800","EURX","AUD","EUR","79949476","-1.65800","0","0"
"800","M","USD","GBP","79939879","0.56918","0","0"
"800","EURB","USD","EUR","79958997","-1.24100","0","0"
"800","EURB","JPY","EUR","79949181","-134.54000","0","0"
"800","EURX","HUF","EUR","79959690","-253.24000","0","0"
"800","EURX","RUB","EUR","79949190","-35.07000","0","0"
"800","EURX","CHF","EUR","79949494","-1.54840","0","0"
"800","M","USD","GBP","79939880","0.56768","0","0"
"800","EURX","MXN","EUR","79959280","-0.14157","0","0"
"800","EURX","RUB","EUR","79949191","-35.12700","0","0"
"800","EURB","JPY","EUR","79949182","-134.92000","0","0"
"800","EURX","CHF","EUR","79949495","-1.54045","0","0"
"001","P","EUR","USD","79989898","0.95000","0","0"
"800","EURX","AUD","EUR","79949479","-1.66310","0","0"
"800","EURX","HUF","EUR","79959691","-253.51000","0","0"
"800","M","USD","GBP","79939881","0.56601","0","0"
"800","EURX","MXN","EUR","79959281","-0.14211","0","0"
"800","EURB","USD","EUR","79958998","-1.24100","0","0"
"800","EURX","RUB","EUR","79949194","-35.07700","0","0"
"800","EURB","JPY","EUR","79949183","-134.77000","0","0"
"800","EURX","CHF","EUR","79949496","-1.54210","0","0"
"800","M","USD","GBP","79939882","0.56443","0","0"
"800","EURB","USD","EUR","79959069","-1.24320","0","0"
"800","EURX","MXN","EUR","79959282","-0.14211","0","0"
"001","P","JPY","DEM","79989898","1.80000","0","0"
"800","EURX","RUB","EUR","79949195","-35.07000","0","0"
"800","EURX","AUD","EUR","79949480","-1.66550","0","0"
"800","EURX","CHF","EUR","79949497","-1.54005","0","0"
"800","EURB","JPY","EUR","79949184","-135.48000","0","0"
"800","M","USD","GBP","79939883","0.56270","0","0"
"800","EURB","USD","EUR","79959070","-1.23300","0","0"
"800","EURX","HUF","EUR","79959692","-254.38000","0","0"
"800","EURX","MXN","EUR","79959283","-0.14211","0","0"
"001","P","USD","JPY","79989898","115.00000","0","0"
"800","EURX","RUB","EUR","79949196","-35.05100","0","0"
"800","EURB","JPY","EUR","79949187","-136.14000","0","0"
"800","EURX","CHF","EUR","79949570","-1.53590","0","0"
"800","M","USD","GBP","79939886","0.56817","0","0"
"800","EURB","USD","EUR","79959071","-1.23240","0","0"
"800","EURX","MXN","EUR","79959284","-0.14201","0","0"
"800","EURX","AUD","EUR","79949482","-1.66840","0","0"
"800","EURX","RUB","EUR","79949197","-34.91600","0","0"
"800","EURB","JPY","EUR","79949188","-136.92000","0","0"
"800","1001","AUD","USD","80039898","0.80000","0","0"
"800","EURX","HUF","EUR","79959693","-254.38000","0","0"
"800","M","USD","GBP","79939887","0.56622","0","0"
"800","EURX","CHF","EUR","79949571","-1.53885","0","0"
"800","EURX","MXN","EUR","79959285","-0.14179","0","0"
"800","EURB","USD","EUR","79959072","-1.22930","0","0"
"800","EURX","RUB","EUR","79949198","-34.96300","0","0"
"800","EURB","JPY","EUR","79949189","-137.18000","0","0"
"800","M","USD","GBP","79939888","0.56701","0","0"
"800","EURX","AUD","EUR","79949487","-1.65790","0","0"
"800","1001","FRF","USD","80039898","0.19000","0","0"
"800","EURX","HUF","EUR","79959694","-254.38000","0","0"
"800","EURX","CHF","EUR","79949572","-1.54090","0","0"
"800","EURX","MXN","EUR","79959286","-0.14136","0","0"
"800","M","USD","GBP","79939889","0.56632","0","0"
"800","EURB","JPY","EUR","79949190","-138.44000","0","0"
"800","EURX","RUB","EUR","79949270","-34.70600","0","0"
"800","EURB","USD","EUR","79959073","-1.22710","0","0"
"800","EURX","CHF","EUR","79949573","-1.54155","0","0"
"800","EURX","AUD","EUR","79949488","-1.64980","0","0"
"800","M","USD","GBP","79939890","0.56521","0","0"
"800","1001","GBP","USD","80039898","1.80000","0","0"
"800","EURB","USD","EUR","79959074","-1.22710","0","0"
"800","EURX","HUF","EUR","79959695","-254.80000","0","0"
"800","EURB","JPY","EUR","79949191","-138.22000","0","0"
"800","EURX","MXN","EUR","79959287","-0.14278","0","0"
"800","EURX","CHF","EUR","79949574","-1.54410","0","0"
"800","EURX","RUB","EUR","79949271","-34.64600","0","0"
"800","EURB","JPY","EUR","79949194","-138.36000","0","0"
"800","EURX","CHF","EUR","79949577","-1.54365","0","0"
"800","M","USD","GBP","79939893","0.56914","0","0"
"800","EURX","MXN","EUR","79959288","-0.14280","0","0"
"800","1002","AUD","USD","80039898","0.78000","0","0"
"800","EURX","RUB","EUR","79949272","-34.51100","0","0"
"800","EURX","AUD","EUR","79949489","-1.65950","0","0"
"800","EURB","JPY","EUR","79949195","-137.46000","0","0"
"800","EURX","CHF","EUR","79949578","-1.54355","0","0"
"800","EURB","USD","EUR","79959075","-1.22710","0","0"
"800","EURX","MXN","EUR","79959289","-0.14280","0","0"
"800","M","USD","GBP","79939894","0.56914","0","0"
"800","EURX","HUF","EUR","79959696","-255.68000","0","0"
"800","EURX","RUB","EUR","79949273","-34.45400","0","0"
"800","EURB","JPY","EUR","79949196","-136.98000","0","0"
"800","1002","DEM","USD","80039898","0.65000","0","0"
"800","EURX","CHF","EUR","79949579","-1.54330","0","0"
"800","EURB","USD","EUR","79959076","-1.22620","0","0"
"800","M","USD","GBP","79939895","0.57215","0","0"
"800","EURX","MXN","EUR","79959290","-0.14280","0","0"
"800","EURX","RUB","EUR","79949274","-34.62800","0","0"
"800","EURB","JPY","EUR","79949197","-136.06000","0","0"
"800","EURX","AUD","EUR","79949490","-1.66040","0","0"
"800","EURB","USD","EUR","79959077","-1.22640","0","0"
"800","EURX","MXN","EUR","79959291","-0.14294","0","0"
"800","EURX","HUF","EUR","79959697","-255.94000","0","0"
"800","1002","ESP","USD","80039898","0.01100","0","0"
"800","M","USD","GBP","79939896","0.58062","0","0"
"800","EURB","JPY","EUR","79949198","-136.95000","0","0"
"800","EURX","RUB","EUR","79949277","-34.69100","0","0"
"800","EURX","MXN","EUR","79959292","-0.14188","0","0"
"800","EURX","AUD","EUR","79949493","-1.65580","0","0"
"800","EURB","USD","EUR","79959078","-1.23280","0","0"
"800","EURX","RUB","EUR","79949278","-34.72200","0","0"
"800","EURB","JPY","EUR","79949270","-136.05000","0","0"
"800","M","USD","JPY","79989785","116.50000","0","0"
"800","EURX","MXN","EUR","79959293","-0.14121","0","0"
"800","EURB","USD","EUR","79959079","-1.21650","0","0"
"800","1002","FRF","USD","80039898","0.19500","0","0"
"800","EURX","HUF","EUR","79959698","-255.64000","0","0"
"800","EURB","JPY","EUR","79949271","-135.81000","0","0"
"800","EURX","CHF","EUR","79949580","-1.54505","0","0"
"800","EURX","MXN","EUR","79959294","-0.14065","0","0"
"800","EURX","AUD","EUR","79949495","-1.66470","0","0"
"800","EURX","RUB","EUR","79949370","-34.51100","0","0"
"800","M","USD","JPY","79998979","108.48000","0","0"
"800","EURB","USD","EUR","79959080","-1.21740","0","0"
"800","EURB","JPY","EUR","79949272","-135.23000","0","0"
"800","EURX","MXN","EUR","79959295","-0.14136","0","0"
"800","EURX","CHF","EUR","79949581","-1.54730","0","0"
"800","EURX","RUB","EUR","79949371","-34.55400","0","0"
"800","EURB","USD","EUR","79959081","-1.21740","0","0"
"800","M","USD","JPY","79999073","107.24000","0","0"
"800","1002","GBP","USD","80039898","1.78000","0","0"
"800","EURB","JPY","EUR","79949273","-134.97000","0","0"
"800","EURX","AUD","EUR","79949496","-1.66610","0","0"
"800","EURX","HUF","EUR","79959898","-261.15500","0","0"
"800","EURX","MXN","EUR","79959296","-0.14136","0","0"
"800","EURX","RUB","EUR","79949372","-34.72900","0","0"
"800","EURX","CHF","EUR","79949584","-1.55300","0","0"
"800","M","USD","JPY","80009098","107.85000","0","0"
"800","EURB","USD","EUR","79959082","-1.21740","0","0"
"800","EURB","JPY","EUR","79949274","-134.82000","0","0"
"800","EURX","MXN","EUR","79959297","-0.14136","0","0"
"800","EURX","RUB","EUR","79949375","-34.58400","0","0"
"800","M","USD","JPY","80009168","107.44000","0","0"
"800","EURX","NOK","EUR","79949168","-7.87490","0","0"
"800","1004","FRF","USD","80039898","0.18000","0","0"
"800","EURX","CHF","EUR","79949585","-1.55685","0","0"
"800","EURB","USD","EUR","79959083","-1.21790","0","0"
"800","EURX","MXN","EUR","79959298","-0.13988","0","0"
"800","EURX","AUD","EUR","79949497","-1.64900","0","0"
"800","EURX","RUB","EUR","79949377","-34.62700","0","0"
"800","EURB","JPY","EUR","79949277","-134.64000","0","0"
"800","M","USD","JPY","80009169","106.24000","0","0"
"800","EURX","CHF","EUR","79949586","-1.55110","0","0"
"800","EURX","MXN","EUR","79959373","-0.13770","0","0"
"800","EURB","JPY","EUR","79949278","-134.73000","0","0"
"800","M","USD","JPY","80009172","108.01000","0","0"
"800","EURX","RUB","EUR","79949378","-34.61700","0","0"
"800","EURX","NOK","EUR","79949169","-7.92755","0","0"
"800","EURB","USD","EUR","79959084","-1.21480","0","0"
"800","EURX","CHF","EUR","79949587","-1.55065","0","0"
"800","1011","AUD","USD","80039898","0.80000","0","0"
"800","EURX","MXN","EUR","79959374","-0.13770","0","0"
"800","M","USD","JPY","80009173","107.36000","0","0"
"800","EURB","JPY","EUR","79949370","-133.08000","0","0"
"800","EURX","AUD","EUR","79949570","-1.65370","0","0"
"800","EURX","RUB","EUR","79949382","-34.71500","0","0"
"800","EURX","CHF","EUR","79949588","-1.54910","0","0"
"800","EURB","USD","EUR","79959085","-1.22460","0","0"
"800","EURX","MXN","EUR","79959375","-0.13765","0","0"
"800","EURX","NOK","EUR","79949170","-7.91100","0","0"
"800","M","USD","JPY","80009174","107.01000","0","0"
"800","EURB","JPY","EUR","79949371","-132.87000","0","0"
"800","1011","FRF","USD","80039898","0.19000","0","0"
"800","EURX","CHF","EUR","79949591","-1.54975","0","0"
"800","EURX","RUB","EUR","79949383","-34.53000","0","0"
"800","EURX","MXN","EUR","79959376","-0.13717","0","0"
"800","EURB","USD","EUR","79959086","-1.22570","0","0"
"800","M","USD","JPY","80009175","107.63000","0","0"
"800","EURX","AUD","EUR","79949571","-1.65800","0","0"
"800","EURB","JPY","EUR","79949372","-132.98000","0","0"
"800","EURX","CHF","EUR","79949592","-1.54895","0","0"
"800","EURX","RUB","EUR","79949385","-34.39700","0","0"
"800","EURX","MXN","EUR","79959377","-0.13713","0","0"
"800","1011","GBP","USD","80039898","1.80000","0","0"
"800","EURB","USD","EUR","79959087","-1.22640","0","0"
"800","M","USD","JPY","80009176","107.88000","0","0"
"800","EURX","NOK","EUR","79949173","-7.92340","0","0"
"800","EURB","JPY","EUR","79949375","-132.04000","0","0"
"800","EURX","CHF","EUR","79949593","-1.55170","0","0"
"800","EURX","RUB","EUR","79949386","-34.32700","0","0"
"800","M","USD","JPY","80009179","108.17000","0","0"
"800","EURX","AUD","EUR","79949572","-1.66820","0","0"
"800","EURX","MXN","EUR","79959378","-0.13697","0","0"
"800","EURB","USD","EUR","79959088","-1.22640","0","0"
"800","EURX","CHF","EUR","79949594","-1.55195","0","0"
"800","EURB","JPY","EUR","79949377","-131.88000","0","0"
"800","M","USD","JPY","80009180","107.14000","0","0"
"800","1012","AUD","USD","80039898","0.78000","0","0"
"800","EURX","MXN","EUR","79959379","-0.13771","0","0"
"800","EURX","RUB","EUR","79949389","-34.62600","0","0"
"800","EURX","NOK","EUR","79949174","-7.94240","0","0"
"800","EURX","CHF","EUR","79949595","-1.55315","0","0"
"800","EURB","USD","EUR","79959089","-1.22640","0","0"
"800","EURX","AUD","EUR","79949573","-1.67020","0","0"
"800","EURB","JPY","EUR","79949378","-131.64000","0","0"
"800","M","USD","JPY","80009181","106.11000","0","0"
"800","EURX","MXN","EUR","79959380","-0.13771","0","0"
"800","EURX","RUB","EUR","79949390","-34.79800","0","0"
"800","EURX","CHF","EUR","79949598","-1.55205","0","0"
"800","1012","DEM","USD","80039898","0.65000","0","0"
"800","EURB","USD","EUR","79959090","-1.22290","0","0"
"800","EURX","NOK","EUR","79949175","-7.96330","0","0"
"800","M","USD","JPY","80009182","105.89000","0","0"
"800","EURX","MXN","EUR","79959381","-0.13771","0","0"
"800","EURB","JPY","EUR","79949382","-132.64000","0","0"
"800","EURX","RUB","EUR","79949391","-34.94000","0","0"
"800","EURX","AUD","EUR","79949574","-1.66680","0","0"
"800","EURX","CHF","EUR","79949668","-1.54900","0","0"
"800","EURX","MXN","EUR","79959382","-0.13668","0","0"
"800","EURB","USD","EUR","79959091","-1.21840","0","0"
"800","M","USD","JPY","80009183","106.33000","0","0"
"800","EURB","JPY","EUR","79949383","-131.87000","0","0"
"800","EURX","RUB","EUR","79949393","-34.91000","0","0"
"800","EURX","CHF","EUR","79949669","-1.54875","0","0"
"800","EURX","NOK","EUR","79949176","-7.98880","0","0"
"800","1012","ESP","USD","80039898","0.01100","0","0"
"800","EURX","MXN","EUR","79959383","-0.13681","0","0"
"800","M","USD","JPY","80009186","106.78000","0","0"
"800","EURX","AUD","EUR","79949577","-1.67510","0","0"
"800","EURB","JPY","EUR","79949385","-131.81000","0","0"
"800","EURB","USD","EUR","79959092","-1.21030","0","0"
"800","EURX","RUB","EUR","79949397","-34.73600","0","0"
"800","EURX","CHF","EUR","79949670","-1.55435","0","0"
"800","EURX","MXN","EUR","79959384","-0.13881","0","0"
"800","M","USD","JPY","80009187","107.21000","0","0"
"800","EURB","JPY","EUR","79949386","-131.83000","0","0"
"800","1012","EUR","DEM","79989898","1.95583","0","0"
"800","EURB","USD","EUR","79959093","-1.20640","0","0"
"800","EURX","RUB","EUR","79949398","-34.78900","0","0"
"800","EURX","NOK","EUR","79949177","-7.98450","0","0"
"800","EURX","CHF","EUR","79949671","-1.55495","0","0"
"800","EURX","MXN","EUR","79959385","-0.13774","0","0"
"800","EURX","AUD","EUR","79949578","-1.68530","0","0"
"800","M","USD","JPY","80009188","105.74000","0","0"
"800","EURB","JPY","EUR","79949389","-131.29000","0","0"
"800","EURX","RUB","EUR","79949468","-34.86500","0","0"
"800","EURB","USD","EUR","79959094","-1.20560","0","0"
"800","1012","FRF","USD","80039898","0.19500","0","0"
"800","EURX","MXN","EUR","79959386","-0.13647","0","0"
"800","EURX","CHF","EUR","79949674","-1.55420","0","0"
"800","EURB","USD","EUR","79959095","-1.20560","0","0"
"800","EURX","AUD","EUR","79949579","-1.68430","0","0"
"800","EURX","NOK","EUR","79949180","-7.97470","0","0"
"800","EURX","RUB","EUR","79949469","-35.06800","0","0"
"800","M","USD","JPY","80009189","106.51000","0","0"
"800","EURX","MXN","EUR","79959387","-0.13647","0","0"
"800","EURX","CHF","EUR","79949675","-1.55380","0","0"
"800","1012","GBP","USD","80039898","1.78000","0","0"
"800","EURB","USD","EUR","79959096","-1.20560","0","0"
"800","EURX","CHF","EUR","79949676","-1.55435","0","0"
"800","EURX","RUB","EUR","79949472","-35.17600","0","0"
"800","EURX","MXN","EUR","79959388","-0.13647","0","0"
"800","M","USD","JPY","80009190","107.32000","0","0"
"800","EURB","USD","EUR","79959097","-1.21720","0","0"
"800","EURX","AUD","EUR","79949580","-1.69820","0","0"
"800","1014","FRF","USD","80039898","0.18000","0","0"
"800","EURX","NOK","EUR","79949181","-7.94005","0","0"
"800","EURX","CHF","EUR","79949677","-1.55240","0","0"
"800","EURX","MXN","EUR","79959389","-0.13772","0","0"
"800","M","USD","JPY","80009193","106.48000","0","0"
"800","EURX","RUB","EUR","79949473","-35.22100","0","0"
"800","EURB","USD","EUR","79959098","-1.21910","0","0"
"800","EURX","CHF","EUR","79949678","-1.55170","0","0"
"800","EURX","MXN","EUR","79959390","-0.13711","0","0"
"800","EURX","AUD","EUR","79949581","-1.69750","0","0"
"800","2001","AUD","USD","80039898","0.80000","0","0"
"800","EURX","CHF","EUR","79949681","-1.55060","0","0"
"800","M","USD","JPY","80009194","106.97000","0","0"
"800","EURB","USD","EUR","79959168","-1.21760","0","0"
"800","EURX","RUB","EUR","79949474","-35.34700","0","0"
"800","EURX","MXN","EUR","79959391","-0.13906","0","0"
"800","EURX","NOK","EUR","79949182","-7.92470","0","0"
"800","EURB","JPY","EUR","79949390","-131.55000","0","0"
"800","M","USD","JPY","80009195","106.15000","0","0"
"800","EURX","CHF","EUR","79949692","-1.55250","0","0"
"800","EURX","MXN","EUR","79959392","-0.13995","0","0"
"800","2001","FRF","USD","80039898","0.19000","0","0"
"800","EURB","USD","EUR","79959169","-1.20490","0","0"
"800","EURX","RUB","EUR","79949475","-35.30200","0","0"
"800","EURX","CHF","EUR","79949693","-1.54790","0","0"
"800","EURX","MXN","EUR","79959393","-0.14024","0","0"
"800","EURX","AUD","EUR","79949584","-1.67670","0","0"
"800","EURX","NOK","EUR","79949183","-7.95320","0","0"
"800","M","USD","JPY","80019898","134.00000","0","0"
"800","EURB","JPY","EUR","79949391","-131.62000","0","0"
"800","EURX","CHF","EUR","79949694","-1.54790","0","0"
"800","EURX","RUB","EUR","79949476","-35.25200","0","0"
"800","EURB","USD","EUR","79959377","-1.21170","0","0"
"800","EURX","MXN","EUR","79959394","-0.14024","0","0"
"800","M","USD","KRW","79959569","1120.00000","0","0"
"800","2001","GBP","USD","80039898","1.80000","0","0"
"800","EURB","JPY","EUR","79949393","-131.31000","0","0"
