"MANDT","KURST","FCURR","TCURR","GDATU","UKURS","FFACT","TFACT"
"800","M","COP","CLP","80009898","0.30469","0","0"
"800","EURX","ROL","EUR","79958985","-41.06865","0","0"
"800","EURX","BRL","EUR","79949195","-2.86030","0","0"
"800","EURG","JPY","EUR","79959296","-133.54060","0","0"
"800","EURB","USD","EUR","79949278","-1.21540","0","0"
"800","EURX","JPY","EUR","79958879","-134.31000","0","0"
"800","EURX","SIT","EUR","79959186","-196.20000","0","0"
"800","EURX","BRL","EUR","79949196","-2.87730","0","0"
"800","M","COP","JPY","80009898","7.24483","0","0"
"800","EURB","USD","EUR","79949370","-1.20460","0","0"
"800","EURX","JPY","EUR","79958880","-134.31000","0","0"
"800","EURX","ROL","EUR","79958986","-41.01390","0","0"
"800","EURX","PLN","EUR","79958793","-4.17190","0","0"
"800","EURX","GBP","EUR","79959281","-66.53000","0","0"
"800","EURX","SIT","EUR","79959187","-196.20000","0","0"
"800","EURG","JPY","EUR","79959297","-133.54060","0","0"
"800","EURX","BRL","EUR","79949197","-2.89660","0","0"
"800","M","COP","PEN","80009898","2.04218","0","0"
"800","EURB","USD","EUR","79949371","-1.20820","0","0"
"800","EURX","JPY","EUR","79958881","-134.98500","0","0"
"800","EURX","SIT","EUR","79959188","-196.54000","0","0"
"800","EURX","ROL","EUR","79958987","-41.01595","0","0"
"800","M","COP","USD","80009898","-1548.00000","0","0"
"800","EURX","JPY","EUR","79958882","-135.64500","0","0"
"800","EURX","BRL","EUR","79949198","-2.90910","0","0"
"800","EURX","PLN","EUR","79958794","-4.17600","0","0"
"800","EURB","USD","EUR","79949372","-1.21630","0","0"
"800","EURX","SIT","EUR","79959189","-197.00000","0","0"
"800","EURX","GBP","EUR","79959282","-66.53000","0","0"
"800","EURG","JPY","EUR","79959298","-131.76250","0","0"
"800","M","CZK","JPY","80009898","3.76494","0","0"
"800","EURX","ROL","EUR","79958988","-41.08315","0","0"
"800","EURX","JPY","EUR","79958883","-136.50000","0","0"
"800","EURX","BRL","EUR","79949270","-2.91010","0","0"
"800","EURB","USD","EUR","79949375","-1.20780","0","0"
"800","EURX","SIT","EUR","79959190","-197.00000","0","0"
"800","M","CZK","USD","80009898","-29.78800","0","0"
"800","EURX","JPY","EUR","79958884","-136.31500","0","0"
"800","EURB","USD","EUR","79949377","-1.21160","0","0"
"800","EURX","PLN","EUR","79958795","-4.17600","0","0"
"800","EURG","JPY","EUR","79959369","-132.63590","0","0"
"800","EURX","BRL","EUR","79949271","-2.94560","0","0"
"800","EURX","GBP","EUR","79959283","-66.53000","0","0"
"800","M","DEM","USD","80049898","0.73000","0","0"
"800","EURX","ROL","EUR","79958989","-41.05590","0","0"
"800","EURX","JPY","EUR","79958885","-136.85000","0","0"
"800","EURX","SIT","EUR","79959191","-197.00000","0","0"
"800","EURB","USD","EUR","79949378","-1.21160","0","0"
"800","M","DKK","CAD","80009898","0.20000","0","0"
"800","EURX","BRL","EUR","79949272","-2.91680","0","0"
"800","EURX","PLN","EUR","79958796","-4.17600","0","0"
"800","EURB","USD","EUR","79949382","-1.21700","0","0"
"800","EURX","JPY","EUR","79958886","-136.85000","0","0"
"800","EURX","SIT","EUR","79959192","-197.00000","0","0"
"800","M","ECU","USD","80049898","0.76900","0","0"
"800","EURX","GBP","EUR","79959284","-66.70000","0","0"
"800","EURG","JPY","EUR","79959370","-130.75870","0","0"
"800","EURX","ROL","EUR","79958990","-41.05590","0","0"
"800","EURB","USD","EUR","79949383","-1.20900","0","0"
"800","EURX","BRL","EUR","79949273","-2.98690","0","0"
"800","EURX","PLN","EUR","79958797","-4.16950","0","0"
"800","EURX","SIT","EUR","79959193","-197.00000","0","0"
"800","EURX","JPY","EUR","79958887","-136.85000","0","0"
"800","EURB","USD","EUR","79949385","-1.20450","0","0"
"800","M","FRF","USD","80049898","18.82000","0","0"
"800","EURX","ROL","EUR","79958991","-41.05590","0","0"
"800","EURX","SIT","EUR","79959194","-197.00000","0","0"
"800","EURG","JPY","EUR","79959371","-131.49580","0","0"
"800","EURB","USD","EUR","79949386","-1.20440","0","0"
"800","EURX","BRL","EUR","79949274","-2.89510","0","0"
"800","EURX","JPY","EUR","79958888","-137.56000","0","0"
"800","EURX","GBP","EUR","79959285","-66.71000","0","0"
"800","M","GBP","DEM","80059898","3.05400","0","0"
"800","EURX","PLN","EUR","79958798","-4.16490","0","0"
"800","EURX","ROL","EUR","79958992","-41.05790","0","0"
"800","EURB","USD","EUR","79949389","-1.21700","0","0"
"800","EURX","JPY","EUR","79958889","-137.98500","0","0"
"800","EURX","BRL","EUR","79949277","-2.87570","0","0"
"800","EURX","SIT","EUR","79959195","-197.00000","0","0"
"800","EURX","GBP","EUR","79959286","-66.43000","0","0"
"800","M","GBP","USD","80049898","1.61300","0","0"
"800","EURG","JPY","EUR","79959372","-130.96460","0","0"
"800","EURB","USD","EUR","79949390","-1.22410","0","0"
"800","EURX","SIT","EUR","79959196","-195.00000","0","0"
"800","EURX","JPY","EUR","79958890","-136.52500","0","0"
"800","EURX","PLN","EUR","79958869","-4.18760","0","0"
"800","EURX","ROL","EUR","79958993","-41.26130","0","0"
"800","EURX","BRL","EUR","79949278","-2.83950","0","0"
"800","EURB","USD","EUR","79949391","-1.23240","0","0"
"800","EURX","GBP","EUR","79959287","-66.66000","0","0"
"800","M","HRK","JPY","80009898","15.86426","0","0"
"800","EURX","SIT","EUR","79959197","-195.00000","0","0"
"800","EURX","JPY","EUR","79958891","-136.24500","0","0"
"800","EURB","USD","EUR","79949393","-1.22890","0","0"
"800","EURX","BRL","EUR","79949370","-2.85350","0","0"
"800","EURG","JPY","EUR","79959373","-130.96460","0","0"
"800","EURX","ROL","EUR","79958994","-41.17668","0","0"
"800","M","HRK","USD","80009898","-7.06935","0","0"
"800","EURX","PLN","EUR","79958870","-4.21870","0","0"
"800","EURX","SIT","EUR","79959198","-195.00000","0","0"
"800","EURX","JPY","EUR","79958892","-136.93000","0","0"
"800","EURB","USD","EUR","79949397","-1.22440","0","0"
"800","EURX","GBP","EUR","79959288","-66.76000","0","0"
"800","EURX","BRL","EUR","79949371","-2.87420","0","0"
"800","M","HUF","JPY","80009898","52.66247","0","0"
"800","EURX","JPY","EUR","79958893","-136.93000","0","0"
"800","EURX","SIT","EUR","79959268","-195.00000","0","0"
"800","EURG","JPY","EUR","79959374","-130.96460","0","0"
"800","EURX","ROL","EUR","79958995","-41.10500","0","0"
"800","EURB","USD","EUR","79949398","-1.22630","0","0"
"800","EURX","BRL","EUR","79949372","-2.90550","0","0"
"800","M","HUF","USD","80009898","-212.96000","0","0"
"800","EURX","GBP","EUR","79959289","-66.76000","0","0"
"800","EURX","JPY","EUR","79958894","-136.93000","0","0"
"800","EURX","SIT","EUR","79959269","-195.00000","0","0"
"800","EURB","USD","EUR","79949468","-1.23390","0","0"
"800","EURX","BRL","EUR","79949375","-2.89620","0","0"
"800","M","ITL","USD","80049898","0.59200","0","0"
"800","EURX","JPY","EUR","79958895","-136.50500","0","0"
"800","EURX","ROL","EUR","79958996","-41.10500","0","0"
"800","EURG","JPY","EUR","79959375","-130.43640","0","0"
"800","EURB","USD","EUR","79949469","-1.24700","0","0"
"800","EURX","GBP","EUR","79959290","-66.76000","0","0"
"800","EURX","SIT","EUR","79959270","-195.00000","0","0"
"800","EURX","BRL","EUR","79949377","-2.87330","0","0"
"800","M","JPY","ARS","80009898","0.89166","0","0"
"800","EURX","JPY","EUR","79958896","-136.18500","0","0"
"800","EURB","USD","EUR","79949473","-1.25370","0","0"
"800","EURX","ROL","EUR","79958997","-41.10500","0","0"
"800","EURX","SIT","EUR","79959271","-193.80000","0","0"
"800","EURX","JPY","EUR","79958897","-135.05500","0","0"
"800","M","JPY","BRL","80009898","1.07802","0","0"
"800","EURX","BRL","EUR","79949378","-2.89230","0","0"
"800","EURX","GBP","EUR","79959291","-66.98000","0","0"
"800","EURG","JPY","EUR","79959376","-131.16920","0","0"
"800","EURB","USD","EUR","79949474","-1.26180","0","0"
"800","EURX","SIT","EUR","79959272","-193.80000","0","0"
"800","EURX","JPY","EUR","79958898","-135.75000","0","0"
"800","M","JPY","CLP","80009898","420.56175","0","0"
"800","EURX","BRL","EUR","79949382","-2.93140","0","0"
"800","EURB","USD","EUR","79949475","-1.25950","0","0"
"800","EURX","ROL","EUR","79958998","-41.10500","0","0"
"800","EURX","GBP","EUR","79959292","-66.66000","0","0"
"800","EURX","SIT","EUR","79959273","-193.80000","0","0"
"800","EURX","JPY","EUR","79958968","-135.20000","0","0"
"800","EURB","USD","EUR","79949476","-1.25800","0","0"
"800","EURG","JPY","EUR","79959379","-132.03690","0","0"
"800","EURX","BRL","EUR","79949383","-2.96070","0","0"
"800","M","JPY","COP","80009898","1380.29425","0","0"
"800","EURX","ROL","EUR","79959069","-41.08700","0","0"
"800","EURX","SIT","EUR","79959274","-193.10000","0","0"
"800","EURX","JPY","EUR","79958969","-135.20000","0","0"
"800","EURX","GBP","EUR","79959293","-66.74000","0","0"
"800","EURB","USD","EUR","79949479","-1.25570","0","0"
"800","EURX","BRL","EUR","79949385","-2.96830","0","0"
"800","M","JPY","CZK","80009898","26.56086","0","0"
"800","EURX","SIT","EUR","79959275","-193.10000","0","0"
"800","EURX","JPY","EUR","79958970","-135.20000","0","0"
"800","EURG","JPY","EUR","79959380","-132.03690","0","0"
"800","EURB","USD","EUR","79949480","-1.26310","0","0"
"800","EURX","ROL","EUR","79959070","-41.08700","0","0"
"800","EURX","BRL","EUR","79949386","-2.97970","0","0"
"800","M","JPY","HRK","80009898","6.30348","0","0"
"800","EURX","GBP","EUR","79959294","-67.15000","0","0"
"800","EURB","USD","EUR","79949482","-1.26330","0","0"
"800","EURX","SIT","EUR","79959276","-193.10000","0","0"
"800","EURX","JPY","EUR","79958971","-135.43000","0","0"
"800","M","JPY","HUF","80009898","189.88854","0","0"
"800","EURX","BRL","EUR","79949389","-3.05480","0","0"
"800","EURG","JPY","EUR","79959381","-132.03690","0","0"
"800","EURB","USD","EUR","79949483","-1.26380","0","0"
"800","EURX","ROL","EUR","79959071","-41.15300","0","0"
"800","EURX","JPY","EUR","79958972","-135.33000","0","0"
"800","EURX","BRL","EUR","79949390","-3.00680","0","0"
"800","M","JPY","KRW","80009898","1100.00000","0","0"
"800","EURX","GBP","EUR","79959295","-67.32000","0","0"
"800","EURX","SIT","EUR","79959277","-193.10000","0","0"
"800","EURB","USD","EUR","79949487","-1.27090","0","0"
"800","EURX","PLN","EUR","79958871","-4.22400","0","0"
"800","EURG","JPY","EUR","79959382","-131.96440","0","0"
"800","M","JPY","MXN","80009898","1.00000","0","0"
"800","EURX","SIT","EUR","79959278","-193.18000","0","0"
"800","EURX","JPY","EUR","79958973","-136.25500","0","0"
"800","EURX","BRL","EUR","79949391","-3.03530","0","0"
"800","EURB","USD","EUR","79949488","-1.27980","0","0"
"800","EURX","ROL","EUR","79959072","-41.20100","0","0"
"800","EURX","GBP","EUR","79959296","-67.32000","0","0"
"800","EURX","PLN","EUR","79958872","-4.22400","0","0"
"800","M","JPY","PEN","80009898","2.81881","0","0"
"800","EURX","BRL","EUR","79949393","-2.97560","0","0"
"800","EURX","JPY","EUR","79958974","-136.69500","0","0"
"800","EURG","JPY","EUR","79959383","-132.09950","0","0"
"800","EURX","SIT","EUR","79959279","-193.18000","0","0"
"800","EURB","USD","EUR","79949489","-1.28670","0","0"
"800","EURX","ROL","EUR","79959073","-41.46100","0","0"
"800","M","JPY","PLN","80009898","3.12492","0","0"
"800","EURX","GBP","EUR","79959297","-67.32000","0","0"
"800","EURX","PLN","EUR","79958873","-4.22400","0","0"
"800","EURX","BRL","EUR","79949397","-2.99290","0","0"
"800","EURX","JPY","EUR","79958975","-135.99500","0","0"
"800","EURX","SIT","EUR","79959280","-193.18000","0","0"
"800","EURB","USD","EUR","79949490","-1.28270","0","0"
"800","M","JPY","ROL","80009898","88.83370","0","0"
"800","EURX","ROL","EUR","79959074","-41.46100","0","0"
"800","EURG","JPY","EUR","79959384","-133.12040","0","0"
"800","EURX","GBP","EUR","79959298","-66.82000","0","0"
"800","EURX","BRL","EUR","79949398","-2.92140","0","0"
"800","EURB","USD","EUR","79949493","-1.28490","0","0"
"800","EURX","SIT","EUR","79959281","-193.88000","0","0"
"800","EURX","JPY","EUR","79958976","-135.99500","0","0"
"800","EURX","PLN","EUR","79958874","-4.21330","0","0"
"800","EURX","BRL","EUR","79949469","-2.97930","0","0"
"800","EURX","ROL","EUR","79959075","-41.46100","0","0"
"800","EURB","USD","EUR","79949494","-1.29540","0","0"
"800","M","JPY","RUB","80009898","18.63308","0","0"
"800","EURG","JPY","EUR","79959385","-133.84980","0","0"
"800","EURX","GBP","EUR","79959369","-66.97000","0","0"
"800","EURX","SIT","EUR","79959282","-193.88000","0","0"
"800","EURB","USD","EUR","79949495","-1.29590","0","0"
"800","EURX","BRL","EUR","79949472","-3.01910","0","0"
"800","M","JPY","SIT","80009898","163.26349","0","0"
"800","EURX","SIT","EUR","79959283","-193.88000","0","0"
"800","EURX","JPY","EUR","79958977","-135.99500","0","0"
"800","EURX","PLN","EUR","79958875","-4.20860","0","0"
"800","EURX","ROL","EUR","79959076","-41.46100","0","0"
"800","EURG","JPY","EUR","79959386","-132.21710","0","0"
"800","EURB","USD","EUR","79949496","-1.28970","0","0"
"800","EURX","GBP","EUR","79959370","-66.83000","0","0"
"800","M","JPY","SKK","80009898","32.64111","0","0"
"800","EURX","BRL","EUR","79949473","-3.02110","0","0"
"800","EURX","SIT","EUR","79959284","-193.88000","0","0"
"800","EURX","JPY","EUR","79958978","-135.63500","0","0"
"800","EURB","USD","EUR","79949497","-1.28680","0","0"
"800","EURX","ROL","EUR","79959077","-41.46100","0","0"
"800","EURX","PLN","EUR","79958876","-4.20400","0","0"
"800","M","JPY","VEB","80009898","503.68257","0","0"
"800","EURX","BRL","EUR","79949474","-3.05010","0","0"
"800","EURX","SIT","EUR","79959285","-193.68000","0","0"
"800","EURG","JPY","EUR","79959387","-132.21710","0","0"
"800","EURX","JPY","EUR","79958979","-136.30500","0","0"
"800","EURB","USD","EUR","79949570","-1.29270","0","0"
"800","EURX","GBP","EUR","79959371","-66.58000","0","0"
"800","M","MXN","ARS","80009898","10.17491","0","0"
"800","EURX","BRL","EUR","79949475","-3.05840","0","0"
"800","EURX","ROL","EUR","79959078","-41.46100","0","0"
"800","EURX","SIT","EUR","79959286","-193.40000","0","0"
"800","EURB","USD","EUR","79949571","-1.29170","0","0"
"800","EURX","PLN","EUR","79958877","-4.21150","0","0"
"800","EURX","JPY","EUR","79958980","-135.60500","0","0"
"800","EURX","BRL","EUR","79949476","-3.06220","0","0"
"800","M","MXN","BRL","80009898","12.30146","0","0"
"800","EURG","JPY","EUR","79959388","-132.21710","0","0"
"800","EURB","USD","EUR","79949572","-1.29780","0","0"
"800","EURX","GBP","EUR","79959372","-66.63000","0","0"
"800","EURX","JPY","EUR","79958981","-136.43500","0","0"
"800","EURX","SIT","EUR","79959287","-196.00000","0","0"
"800","EURX","ROL","EUR","79959079","-40.99200","0","0"
"800","M","MXN","CLP","80009898","47.99096","0","0"
"800","EURX","BRL","EUR","79949479","-3.08390","0","0"
"800","EURB","USD","EUR","79949573","-1.29810","0","0"
"800","EURX","PLN","EUR","79958878","-4.23800","0","0"
"800","EURX","JPY","EUR","79958982","-136.17000","0","0"
"800","M","MXN","PEN","80009898","32.16593","0","0"
"800","EURX","SIT","EUR","79959288","-196.00000","0","0"
"800","EURG","JPY","EUR","79959389","-132.38240","0","0"
"800","EURX","ROL","EUR","79959080","-40.99200","0","0"
"800","EURX","GBP","EUR","79959373","-66.63000","0","0"
"800","EURX","BRL","EUR","79949480","-3.10940","0","0"
"800","EURX","JPY","EUR","79958983","-136.17000","0","0"
"800","EURB","USD","EUR","79949574","-1.29800","0","0"
"800","M","PEN","ARS","80009898","0.31633","0","0"
"800","EURX","SIT","EUR","79959289","-196.00000","0","0"
"800","EURX","PLN","EUR","79958879","-4.23800","0","0"
"800","EURX","BRL","EUR","79949482","-3.13020","0","0"
"800","EURG","JPY","EUR","79959390","-133.13000","0","0"
"800","M","PEN","BRL","80009898","0.38244","0","0"
"800","EURX","JPY","EUR","79958984","-136.17000","0","0"
"800","EURX","SIT","EUR","79959290","-196.00000","0","0"
"800","EURX","ROL","EUR","79959081","-40.99200","0","0"
"800","EURX","GBP","EUR","79959374","-66.63000","0","0"
"800","EURB","USD","EUR","79949577","-1.30780","0","0"
"800","EURX","PLN","EUR","79958880","-4.23800","0","0"
"800","EURX","BRL","EUR","79949487","-3.13630","0","0"
"800","M","PEN","CAD","80009898","0.48281","0","0"
"800","EURX","JPY","EUR","79958985","-135.75500","0","0"
"800","EURB","USD","EUR","79949578","-1.30810","0","0"
"800","EURX","BRL","EUR","79949488","-3.18800","0","0"
"800","EURG","JPY","EUR","79959391","-134.45000","0","0"
"800","EURX","SIT","EUR","79959291","-196.00000","0","0"
"800","EURX","ROL","EUR","79959082","-40.99200","0","0"
"800","EURX","GBP","EUR","79959375","-66.70000","0","0"
"800","EURX","PLN","EUR","79958881","-4.25110","0","0"
"800","M","PEN","CLP","80009898","149.19811","0","0"
"800","EURX","JPY","EUR","79958986","-135.50500","0","0"
"800","EURX","BRL","EUR","79949489","-3.15170","0","0"
"800","EURB","USD","EUR","79949579","-1.30450","0","0"
"800","EURX","SIT","EUR","79959292","-196.00000","0","0"
"800","M","PEN","COP","80009898","489.67197","0","0"
"800","EURX","JPY","EUR","79958987","-135.21000","0","0"
"800","EURG","JPY","EUR","79959392","-134.91000","0","0"
"800","EURX","ROL","EUR","79959083","-41.08300","0","0"
"800","EURX","BRL","EUR","79949490","-3.15800","0","0"
"800","EURX","PLN","EUR","79958882","-4.24370","0","0"
"800","EURB","USD","EUR","79949580","-1.30040","0","0"
"800","EURX","GBP","EUR","79959376","-66.55000","0","0"
"800","M","PEN","JPY","80009898","35.47591","0","0"
"800","EURX","SIT","EUR","79959293","-196.00000","0","0"
"800","EURX","JPY","EUR","79958988","-135.37500","0","0"
"800","EURX","SIT","EUR","79959294","-196.00000","0","0"
"800","EURG","JPY","EUR","79959393","-136.43000","0","0"
"800","EURX","ROL","EUR","79959084","-41.08300","0","0"
"800","EURX","JPY","EUR","79958989","-135.94000","0","0"
"800","EURX","BRL","EUR","79949493","-3.20130","0","0"
"800","M","PEN","MXN","80009898","3.10888","0","0"
"800","EURX","PLN","EUR","79958883","-4.25840","0","0"
"800","EURX","GBP","EUR","79959377","-66.52000","0","0"
"800","EURB","USD","EUR","79949581","-1.29880","0","0"
"800","EURX","JPY","EUR","79958990","-135.94000","0","0"
"800","EURG","JPY","EUR","79959394","-136.43000","0","0"
"800","M","PEN","USD","80009898","-3.16130","0","0"
"800","EURX","SIT","EUR","79959295","-196.00000","0","0"
"800","EURX","BRL","EUR","79949495","-3.22580","0","0"
"800","EURB","USD","EUR","79949584","-1.28950","0","0"
"800","EURX","ROL","EUR","79959085","-41.08300","0","0"
"800","EURX","PLN","EUR","79958884","-4.26180","0","0"
"800","EURX","GBP","EUR","79959378","-66.12000","0","0"
"800","EURX","JPY","EUR","79958991","-135.94000","0","0"
"800","M","PEN","VEB","80009898","178.68598","0","0"
"800","EURX","SIT","EUR","79959296","-196.00000","0","0"
"800","EURX","BRL","EUR","79949496","-3.23420","0","0"
"800","EURB","USD","EUR","79949585","-1.27840","0","0"
"800","EURG","JPY","EUR","79959395","-136.43000","0","0"
"800","M","PLN","JPY","80009898","32.00080","0","0"
"800","EURX","JPY","EUR","79958992","-136.61500","0","0"
"800","EURX","PLN","EUR","79958885","-4.27900","0","0"
"800","EURX","SIT","EUR","79959297","-196.00000","0","0"
"800","EURX","BRL","EUR","79949497","-3.25430","0","0"
"800","EURB","USD","EUR","79949586","-1.28670","0","0"
"800","EURX","ROL","EUR","79959086","-41.08400","0","0"
"800","EURX","GBP","EUR","79959379","-66.06000","0","0"
"800","M","PLN","USD","80009898","-3.50460","0","0"
"800","EURG","JPY","EUR","79959396","-135.32000","0","0"
"800","EURX","SIT","EUR","79959298","-196.00000","0","0"
"800","EURX","JPY","EUR","79958993","-136.70000","0","0"
"800","EURX","BRL","EUR","79949570","-3.29590","0","0"
"800","M","PTE","USD","80049898","0.11000","0","0"
"800","EURB","USD","EUR","79949587","-1.28930","0","0"
"800","EURX","PLN","EUR","79958886","-4.27900","0","0"
"800","EURX","ROL","EUR","79959087","-41.17800","0","0"
"800","EURX","SIT","EUR","79959369","-196.00000","0","0"
"800","EURX","GBP","EUR","79959380","-66.06000","0","0"
"800","EURG","JPY","EUR","79959397","-134.42000","0","0"
"800","EURX","BRL","EUR","79949571","-3.25040","0","0"
"800","EURX","JPY","EUR","79958994","-136.91500","0","0"
"800","M","ROL","JPY","80009898","1.12570","0","0"
"800","EURX","SIT","EUR","79959370","-196.00000","0","0"
"800","EURB","USD","EUR","79949588","-1.29650","0","0"
"800","EURX","PLN","EUR","79958887","-4.27900","0","0"
"800","EURX","BRL","EUR","79949572","-3.27650","0","0"
"800","EURX","JPY","EUR","79958995","-136.13000","0","0"
"800","EURX","ROL","EUR","79959088","-41.17800","0","0"
"800","EURX","GBP","EUR","79959381","-66.06000","0","0"
"800","M","ROL","USD","80009898","-9.96270","0","0"
"800","EURG","JPY","EUR","79959398","-135.43000","0","0"
"800","EURB","USD","EUR","79949591","-1.28320","0","0"
"800","EURX","SIT","EUR","79959371","-196.00000","0","0"
"800","EURX","BRL","EUR","79949573","-3.27470","0","0"
"800","EURX","JPY","EUR","79958996","-137.21000","0","0"
"800","EURX","PLN","EUR","79958888","-4.27820","0","0"
"800","M","RUB","JPY","80009898","5.36680","0","0"
"800","EURX","ROL","EUR","79959089","-41.17800","0","0"
"800","EURX","SIT","EUR","79959372","-196.00000","0","0"
"800","EURB","USD","EUR","79949592","-1.29260","0","0"
"800","EURX","BRL","EUR","79949574","-3.29050","0","0"
"800","EURX","GBP","EUR","79959382","-65.62000","0","0"
"800","EURG","JPY","EUR","79959468","-133.28000","0","0"
"800","M","RUB","USD","80009898","-20.89700","0","0"
"800","EURX","JPY","EUR","79958997","-137.21000","0","0"
"800","EURX","SIT","EUR","79959373","-196.00000","0","0"
"800","EURX","PLN","EUR","79958889","-4.27550","0","0"
"800","EURX","BRL","EUR","79949577","-3.35000","0","0"
"800","EURB","USD","EUR","79949593","-1.28680","0","0"
"800","M","RUR","USD","80049898","0.00020","0","0"
"800","EURX","JPY","EUR","79958998","-137.21000","0","0"
"800","EURX","ROL","EUR","79959090","-41.17800","0","0"
"800","EURX","SIT","EUR","79959374","-196.00000","0","0"
"800","EURG","JPY","EUR","79959469","-134.65000","0","0"
"800","EURX","GBP","EUR","79959383","-65.72000","0","0"
"800","EURX","BRL","EUR","79949578","-3.35270","0","0"
"800","M","SEK","USD","80049898","0.73600","0","0"
"800","EURB","USD","EUR","79949594","-1.28490","0","0"
"800","EURX","JPY","EUR","79959069","-136.80000","0","0"
"800","EURX","PLN","EUR","79958890","-4.26100","0","0"
"800","EURX","SIT","EUR","79959375","-196.00000","0","0"
"800","EURX","ROL","EUR","79959091","-41.26800","0","0"
"800","EURX","BRL","EUR","79949579","-3.35990","0","0"
"800","M","SIT","JPY","80009898","61.25068","0","0"
"800","EURX","JPY","EUR","79959070","-136.72000","0","0"
"800","EURB","USD","EUR","79949595","-1.28540","0","0"
"800","EURG","JPY","EUR","79959470","-134.65000","0","0"
"800","EURX","GBP","EUR","79959384","-66.36000","0","0"
"800","EURX","SIT","EUR","79959376","-195.80000","0","0"
"800","EURX","PLN","EUR","79958891","-4.27750","0","0"
"800","EURX","BRL","EUR","79949580","-3.39260","0","0"
"800","M","SIT","USD","80009898","-183.10000","0","0"
"800","EURX","JPY","EUR","79959071","-137.24000","0","0"
"800","EURB","USD","EUR","79949598","-1.30130","0","0"
"800","EURX","ROL","EUR","79959092","-40.90200","0","0"
"800","EURX","SIT","EUR","79959377","-195.80000","0","0"
"800","EURX","BRL","EUR","79949581","-3.40220","0","0"
"800","EURG","JPY","EUR","79959471","-134.65000","0","0"
"800","EURX","GBP","EUR","79959385","-66.48000","0","0"
"800","M","SKK","JPY","80009898","3.06362","0","0"
"800","EURX","JPY","EUR","79959072","-136.81000","0","0"
"800","EURB","USD","EUR","79949668","-1.29860","0","0"
"800","EURX","PLN","EUR","79958892","-4.27600","0","0"
"800","EURX","SIT","EUR","79959378","-195.80000","0","0"
"800","EURX","BRL","EUR","79949584","-3.31230","0","0"
"800","EURX","ROL","EUR","79959093","-40.90200","0","0"
"800","EURG","JPY","EUR","79959472","-135.93000","0","0"
"800","M","SKK","USD","80009898","-36.60700","0","0"
"800","EURX","JPY","EUR","79959073","-135.85000","0","0"
"800","EURX","GBP","EUR","79959386","-66.03000","0","0"
"800","EURX","SIT","EUR","79959379","-195.80000","0","0"
"800","EURX","BRL","EUR","79949585","-3.28180","0","0"
"800","EURB","USD","EUR","79949669","-1.29700","0","0"
"800","M","SOJA","BRL","80009898","6.00000","0","0"
"800","EURX","PLN","EUR","79958893","-4.27600","0","0"
"800","EURX","ROL","EUR","79959094","-40.90200","0","0"
"800","EURX","JPY","EUR","79959074","-135.85000","0","0"
"800","EURG","JPY","EUR","79959473","-135.46000","0","0"
"800","M","USD","ARS","80009898","1.00000","0","0"
"800","EURX","BRL","EUR","79949586","-3.32730","0","0"
"800","EURX","GBP","EUR","79959387","-66.03000","0","0"
"800","EURX","SIT","EUR","79959380","-195.80000","0","0"
"800","EURB","USD","EUR","79949670","-1.29120","0","0"
"800","EURX","JPY","EUR","79959075","-135.85000","0","0"
"800","EURX","PLN","EUR","79958894","-4.27600","0","0"
"800","EURX","ROL","EUR","79959095","-40.90200","0","0"
"800","EURX","BRL","EUR","79949587","-3.35580","0","0"
"800","M","USD","BRL","80009898","1.20900","0","0"
"800","EURX","SIT","EUR","79959381","-195.80000","0","0"
"800","EURB","USD","EUR","79949671","-1.28760","0","0"
"800","EURG","JPY","EUR","79959474","-135.20000","0","0"
"800","EURX","JPY","EUR","79959076","-135.89000","0","0"
"800","EURX","GBP","EUR","79959388","-66.03000","0","0"
"800","M","USD","CLP","80009898","471.66000","0","0"
"800","EURX","SIT","EUR","79959382","-195.80000","0","0"
"800","EURX","BRL","EUR","79949588","-3.35160","0","0"
"800","EURX","JPY","EUR","79959077","-135.63000","0","0"
"800","EURB","USD","EUR","79949674","-1.29570","0","0"
"800","EURX","PLN","EUR","79958895","-4.29060","0","0"
"800","EURX","ROL","EUR","79959096","-40.90200","0","0"
"800","EURG","JPY","EUR","79959475","-135.41000","0","0"
"800","EURX","BRL","EUR","79949591","-3.33570","0","0"
"800","M","USD","COP","80009898","1548.00000","0","0"
"800","EURX","SIT","EUR","79959383","-195.80000","0","0"
"800","EURX","GBP","EUR","79959389","-65.77000","0","0"
"800","EURB","USD","EUR","79949675","-1.29900","0","0"
"800","EURX","JPY","EUR","79959078","-135.32000","0","0"
"800","EURX","BRL","EUR","79949592","-3.34690","0","0"
"800","M","USD","CZK","80009898","29.78800","0","0"
"800","EURX","ROL","EUR","79959097","-40.90200","0","0"
"800","EURX","SIT","EUR","79959384","-195.80000","0","0"
"800","EURX","PLN","EUR","79958896","-4.30750","0","0"
"800","EURG","JPY","EUR","79959476","-134.67000","0","0"
"800","EURX","GBP","EUR","79959390","-65.85000","0","0"
"800","EURX","JPY","EUR","79959079","-133.64000","0","0"
"800","EURB","USD","EUR","79949676","-1.30280","0","0"
"800","M","USD","HRK","80009898","7.06935","0","0"
"800","EURX","BRL","EUR","79949593","-3.38200","0","0"
"800","EURX","SIT","EUR","79959385","-195.80000","0","0"
"800","EURX","ROL","EUR","79959098","-41.01600","0","0"
"800","EURB","USD","EUR","79949677","-1.32020","0","0"
